source_id,area1,action,location,site,plot,area2,transition,survival,log_size,log_size_next,id,repro,flower_n,flower_n_int
M08_69_2021,59.87,shrink,Maguey,8,69,47.05360824742269,t1,1,4.092175544937261,3.851287552727928,188,0,0,0
M08_69_2021,22.13,shrink,Maguey,8,69,12.105670103092784,t1,1,3.0969341540629585,2.493673946403722,189,0,0,0
M08_69_2021,11.27,shrink,Maguey,8,69,10.86360824742268,t1,1,2.422144328051685,2.385418510466494,190,0,0,0
M08_69_2021,15.54,shrink,Maguey,8,69,6.208041237113402,t1,1,2.7434173449395014,1.8258454254351126,191,0,0,0
M08_69_2021,113.55,shrink,Maguey,8,69,91.2059793814433,t1,1,4.732243268551567,4.513120458324119,192,1,2.379006453345601,2
M08_70_2021,0,born,Maguey,8,70,2.6189690721649486,t1,NA,NA,0.9627807564313913,193,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,1.5503092783505155,t1,NA,NA,0.43845444544649803,194,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,3.153298969072165,t1,NA,NA,1.1484491965790546,195,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,14.705360824742266,t1,NA,NA,2.688212109259645,196,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,19.44659793814433,t1,NA,NA,2.9676721415594094,197,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.3574226804123715,t1,NA,NA,1.4718807542299122,198,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,1.6029896907216494,t1,NA,NA,0.471870442366342,199,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,3.9435051546391753,t1,NA,NA,1.3720699609779592,200,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,2.5361855670103095,t1,NA,NA,0.9306612070092788,201,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.9971134020618555,t1,NA,NA,1.6088604261333508,202,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,0.9708247422680413,t1,NA,NA,-0.029609318981410906,203,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,6.607628865979382,t1,NA,NA,1.8882248702920337,204,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,3.2887628865979384,t1,NA,NA,1.1905114717525072,205,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,15.6159793814433,t1,NA,NA,2.7482947093217156,206,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,25.40701030927835,t1,NA,NA,3.2350251323727646,207,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,2.144845360824742,t1,NA,NA,0.7630674569255674,208,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,7.917113402061855,t1,NA,NA,2.0690266699545723,209,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,9.136288659793815,t1,NA,NA,2.2122542482763605,210,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.327319587628866,t1,NA,NA,1.4649483174542672,211,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,1.7008247422680411,t1,NA,NA,0.5311132759292028,212,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,2.950103092783505,t1,NA,NA,1.0818401164473794,213,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,3.725257731958763,t1,NA,NA,1.3151360392256073,214,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,10.385567010309279,t1,NA,NA,2.3404170548081673,215,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.492886597938145,t1,NA,NA,1.502495390049519,216,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.0639175257731965,t1,NA,NA,1.4021474162152372,217,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,1.5503092783505155,t1,NA,NA,0.43845444544649803,218,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,3.642474226804124,t1,NA,NA,1.2926631833735487,219,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,1.9642268041237114,t1,NA,NA,0.6750986839796104,220,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,3.537113402061856,t1,NA,NA,1.2633109713610213,221,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,15.53319587628866,t1,NA,NA,2.7429794032583703,222,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.169278350515464,t1,NA,NA,1.4277429634042007,223,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,4.244536082474227,t1,NA,NA,1.4456325281549758,224,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,0.8729896907216494,t1,NA,NA,-0.13583153223671846,225,NA,NA,NA
M08_70_2021,0,born,Maguey,8,70,6.4721649484536075,t1,NA,NA,1.8675106659044702,226,NA,NA,NA
