basin,date,lat,lon,gear,sci_name,species,n
Calcasieu,1997-09-29,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,1997-10-16,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,1997-10-16,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,1997-11-25,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,1997-12-08,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,1997-12-08,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1998-03-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,1998-04-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,1998-04-20,29.83472,-93.37306,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,1998-04-20,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,18
Calcasieu,1998-05-11,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,15
Calcasieu,1998-05-21,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,1998-06-09,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,1998-06-09,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1998-07-21,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1998-08-18,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,1998-09-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1998-11-23,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,1998-12-01,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1999-01-25,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,1999-01-25,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1999-02-08,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,1999-03-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1999-04-12,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1999-04-20,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1999-04-20,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,1999-04-20,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1999-05-17,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,1999-05-17,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1999-05-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,1999-06-02,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,1999-06-02,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,1999-06-30,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,1999-07-20,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,1999-07-30,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,1999-07-30,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,1999-08-03,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,1999-08-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,1999-09-28,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,1999-09-28,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,1999-09-28,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,1999-11-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2000-01-25,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2000-04-17,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,2000-04-25,29.83472,-93.37306,Gillnet,Arius Felis,Sea Catfish,2
Calcasieu,2000-04-25,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2000-04-25,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2000-04-25,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,2000-05-15,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2000-05-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2000-06-26,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,2000-06-26,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2000-06-26,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,4
Calcasieu,2000-07-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2000-07-17,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,4
Calcasieu,2000-08-07,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2000-09-18,29.83472,-93.37306,Gillnet,Chaetodipterus Faber,Atlantic Spadefish,1
Calcasieu,2000-09-18,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2000-09-27,29.83472,-93.37306,Gillnet,Archosargus Probatocephalus,Sheepshead,1
Calcasieu,2001-01-25,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2001-02-19,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2001-04-19,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2001-04-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,10
Calcasieu,2001-05-09,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,2001-05-29,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2001-06-25,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2001-06-25,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2001-07-05,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2001-07-09,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,2001-08-21,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2001-09-26,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2001-09-26,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2001-11-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2001-12-10,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2002-03-18,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,2002-03-18,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2002-05-21,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,2002-05-21,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2002-05-28,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2002-06-12,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2002-07-17,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2002-07-17,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2002-07-23,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2002-07-23,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2002-08-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,2002-08-26,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,2002-08-27,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,2002-08-27,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2002-09-30,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2002-10-16,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2002-11-20,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2002-12-16,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2003-03-17,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,13
Calcasieu,2003-04-14,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2003-04-14,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2003-04-28,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,2003-05-28,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2003-06-03,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2003-06-03,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2003-06-03,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2003-06-19,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2003-07-07,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2003-07-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2003-07-22,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,2003-08-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2003-08-19,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2003-09-23,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2003-10-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2003-12-09,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2004-03-17,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,2004-03-17,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2004-04-07,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2004-05-11,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,2004-05-11,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2004-05-19,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,2004-07-19,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,2004-07-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2004-09-14,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2004-10-01,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,2004-11-16,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,9
Calcasieu,2004-12-07,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,2005-02-11,29.83472,-93.37306,Gillnet,Paralichthys Lethostigma,Southern Flounder,1
Calcasieu,2005-03-21,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,34
Calcasieu,2005-04-12,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,2005-04-19,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2005-05-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,2005-05-11,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,11
Calcasieu,2005-06-07,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,2005-06-14,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,2005-08-09,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2005-08-09,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2005-08-25,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2005-11-30,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2005-11-30,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2005-12-12,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2006-02-08,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2006-03-28,29.83472,-93.37306,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,2006-03-28,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,2006-04-12,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2006-04-25,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2006-05-02,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2006-05-23,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,2006-06-06,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,4
Calcasieu,2006-06-06,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,25
Calcasieu,2006-06-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,2006-06-06,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2006-06-30,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2006-07-18,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2006-07-28,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,2006-07-28,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,2006-09-27,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2006-10-10,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2006-11-17,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2007-02-22,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2007-04-11,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2007-04-20,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2007-05-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2007-05-30,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2007-06-05,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2007-06-20,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2007-06-20,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2007-07-09,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2007-07-24,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,2007-08-07,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,2007-09-20,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,2007-09-27,29.83472,-93.37306,Gillnet,Bairdiella Chrysoura,Silver Perch,1
Calcasieu,2007-09-27,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2007-10-03,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,2008-01-22,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,13
Calcasieu,2008-02-15,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2008-03-26,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2008-04-08,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,11
Calcasieu,2008-04-22,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2008-05-13,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2008-06-03,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2008-07-25,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,2008-07-25,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2008-08-06,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2008-11-20,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,2008-12-15,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,2009-01-22,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2009-01-22,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2009-03-11,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,12
