source_id,area1,area2,action,location,site,plot,survival,log_size,log_size_next,id,transition,repro,flower_n,flower_n_int
M43_66_2022,220.13,204.8,shrink,Maguey,43,66,1,5.39421828092524,5.322033893165353,2249,t2,1,0.5814137842143061,1
M43_66_2022,5.69,4.86,shrink,Maguey,43,66,1,1.7387102481382397,1.5810384379124025,2250,t2,0,0,0
M43_66_2022,41.54,33.69,shrink,Maguey,43,66,1,3.726656818447966,3.5172010574184616,2251,t2,0,0,0
M43_66_2022,7.29,6.43,shrink,Maguey,43,66,1,1.986503546020567,1.860974538249528,2252,t2,0,0,0
M43_66_2022,3.52,2.01,shrink,Maguey,43,66,1,1.2584609896100056,0.6981347220709843,2253,t2,0,0,0
M43_66_2022,38.58,27.07,shrink,Maguey,43,66,1,3.652734007477583,3.29842610362621,2254,t2,0,0,0
M43_66_2022,46.97,42.79,shrink,Maguey,43,66,1,3.8495091000389037,3.7563044304287256,2255,t2,0,0,0
M43_66_2022,4.83,4.44,shrink,Maguey,43,66,1,1.5748464676644813,1.4906543764441336,2256,t2,0,0,0
M43_66_2022,30.67,27.65,shrink,Maguey,43,66,1,3.4232849781261603,3.3196257279683437,2257,t2,0,0,0
M43_66_2022,25.67,19.85,shrink,Maguey,43,66,1,3.245322994883049,2.9882040071331994,2258,t2,0,0,0
M43_66_2022,3.19,2.43,shrink,Maguey,43,66,1,1.1600209167967532,0.8878912573524571,2259,t2,0,0,0
M43_66_2022,2.07,1.51,shrink,Maguey,43,66,1,0.7275486072772777,0.412109650826833,2260,t2,0,0,0
M43_66_2022,166.26,153.88,shrink,Maguey,43,66,1,5.113552828102942,5.0361730778840945,2261,t2,1,0.5511623641706137,1
M43_67_2022,0,3.51,born,Maguey,43,67,NA,NA,1.2556160374777743,2262,t2,NA,NA,NA
M43_67_2022,12.74,0,dead,Maguey,43,67,0,2.5447466501440172,NA,2263,t2,0,0,0
M43_67_2022,11.27,0,dead,Maguey,43,67,0,2.422144328051685,NA,2264,t2,0,0,0
M43_67_2022,1.71,0,dead,Maguey,43,67,0,0.5364933705145685,NA,2265,t2,0,0,0
M43_67_2022,3.01,0,dead,Maguey,43,67,0,1.1019400787607843,NA,2266,t2,0,0,0
M43_67_2022,3.97,0,dead,Maguey,43,67,0,1.3787660946990992,NA,2267,t2,0,0,0
M43_67_2022,2.01,0,dead,Maguey,43,67,0,0.6981347220709843,NA,2268,t2,0,0,0
M43_67_2022,2.5,0,dead,Maguey,43,67,0,0.9162907318741551,NA,2269,t2,0,0,0
M43_67_2022,2.8,0,dead,Maguey,43,67,0,1.0296194171811581,NA,2270,t2,0,0,0
M43_67_2022,5.59,11.6,grow,Maguey,43,67,1,1.7209792871670078,2.451005098112319,2271,t2,0,0,0
M43_67_2022,37.89,48.42,grow,Maguey,43,67,1,3.6346872250305093,3.8799129515099127,2272,t2,0,0,0
M43_67_2022,3.16,4.88,grow,Maguey,43,67,1,1.1505720275988207,1.5851452198650557,2273,t2,0,0,0
M43_67_2022,51.14,63.61,grow,Maguey,43,67,1,3.9345669698630408,4.152770690690713,2274,t2,0,0,0
M43_67_2022,148.74,162.05,grow,Maguey,43,67,1,5.002199815275154,5.087904929587556,2275,t2,0,0,0
M43_67_2022,15.94,19.4,grow,Maguey,43,67,1,2.768831673362069,2.9652730660692823,2276,t2,0,0,0
M43_67_2022,328.61,360.25,grow,Maguey,43,67,1,5.794871637276455,5.886798234879631,2277,t2,1,0.6245980552138785,1
M43_67_2022,180.42,194.51,grow,Maguey,43,67,1,5.195287466228493,5.2704835756186,2278,t2,1,0.5599721013334584,1
M43_67_2022,432.97,469.91,grow,Maguey,43,67,1,6.070668441537573,6.152541187005974,2279,t2,1,0.654324709807501,1
M43_67_2022,6.07,6.38,grow,Maguey,43,67,1,1.803358605071407,1.8531680973566984,2280,t2,0,0,0
M43_67_2022,2.94,3.32,grow,Maguey,43,67,1,1.0784095813505903,1.199964782928397,2281,t2,0,0,0
M43_67_2022,41.22,72.05,grow,Maguey,43,67,1,3.718923575462313,4.277360322445531,2282,t2,0,0,0
M43_67_2022,67.4,76.41,grow,Maguey,43,67,1,4.210645017918261,4.336113577659475,2283,t2,0,0,0
M43_67_2022,5.65,6.54,grow,Maguey,43,67,1,1.7316555451583497,1.8779371654691073,2284,t2,0,0,0
M43_67_2022,3.79,4.11,grow,Maguey,43,67,1,1.332366019094335,1.4134230285081433,2285,t2,0,0,0
M43_67_2022,7.86,10.18,grow,Maguey,43,67,1,2.0617866064411152,2.3204250111223765,2286,t2,0,0,0
M43_67_2022,1.49,2.5,grow,Maguey,43,67,1,0.3987761199573678,0.9162907318741551,2287,t2,0,0,0
M43_67_2022,57.43,62.15,grow,Maguey,43,67,1,4.0505668148762055,4.12955081795672,2288,t2,0,0,0
M43_67_2022,246.47,243.85,same,Maguey,43,67,1,5.507240282222274,5.496553282156062,2289,t2,1,0.5935958180237187,1
M43_67_2022,17.3,18.15,same,Maguey,43,67,1,2.8507065015037334,2.8986705607108596,2290,t2,0,0,0
M43_67_2022,23.94,24.85,same,Maguey,43,67,1,3.1755507001298273,3.2128577525426376,2291,t2,0,0,0
M43_67_2022,460.68,445.25,same,Maguey,43,67,1,6.132703658800707,6.0986359221697715,2292,t2,1,0.6610111523178194,1
M43_67_2022,9.82,6.89,shrink,Maguey,43,67,1,2.2844211223663744,1.9300710850255671,2293,t2,0,0,0
M43_67_2022,2.16,1.55,shrink,Maguey,43,67,1,0.7701082216960737,0.4382549309311553,2294,t2,0,0,0
M43_67_2022,54.03,44.6,shrink,Maguey,43,67,1,3.9895394478559743,3.7977338590260183,2295,t2,0,0,0
M43_67_2022,29.51,11.32,shrink,Maguey,43,67,1,3.3847291889548483,2.4265710727750367,2296,t2,0,0,0
M43_67_2022,56.73,48.77,shrink,Maguey,43,67,1,4.038303171338476,3.887115369721961,2297,t2,0,0,0
M43_67_2022,5.98,4.99,shrink,Maguey,43,67,1,1.7884205679625405,1.6074359097634274,2298,t2,0,0,0
M43_67_2022,12,9.23,shrink,Maguey,43,67,1,2.4849066497880004,2.222459048514761,2299,t2,0,0,0
M43_67_2022,27.51,16.07,shrink,Maguey,43,67,1,3.3145495749364833,2.776954179749421,2300,t2,0,0,0
M43_67_2022,50.09,47.05,shrink,Maguey,43,67,1,3.9138213873695253,3.8512108660313884,2301,t2,0,0,0
M43_68_2022,0,3.6,born,Maguey,43,68,NA,NA,1.2809338454620642,2302,t2,NA,NA,NA
M43_68_2022,0.9,0,dead,Maguey,43,68,0,-0.10536051565782628,NA,2303,t2,0,0,0
M43_68_2022,4.78,0,dead,Maguey,43,68,0,1.5644405465033646,NA,2304,t2,0,0,0
M43_68_2022,2.34,0,dead,Maguey,43,68,0,0.85015092936961,NA,2305,t2,0,0,0
M43_68_2022,11.16,0,dead,Maguey,43,68,0,2.412335956953165,NA,2306,t2,0,0,0
M43_68_2022,3.46,10.51,grow,Maguey,43,68,1,1.2412685890696329,2.3523271848888596,2307,t2,0,0,0
M43_68_2022,77.62,90.83,grow,Maguey,43,68,1,4.35182512594076,4.508989627514122,2308,t2,0,0,0
M43_68_2022,10.42,14.77,grow,Maguey,43,68,1,2.343727036325221,2.6925980965432883,2309,t2,0,0,0
M43_68_2022,40.34,46.49,grow,Maguey,43,68,1,3.697343532526066,3.8392372357024933,2310,t2,0,0,0
M43_68_2022,33.91,40.38,grow,Maguey,43,68,1,3.523709956137547,3.6983346128846915,2311,t2,0,0,0
M43_68_2022,22.57,23.95,grow,Maguey,43,68,1,3.1166215908294443,3.175968323856924,2312,t2,0,0,0
M43_68_2022,2.65,5.16,grow,Maguey,43,68,1,0.9745596399981308,1.6409365794934714,2313,t2,0,0,0
M43_68_2022,8.11,9.3,grow,Maguey,43,68,1,2.0930978681273213,2.2300144001592104,2314,t2,0,0,0
M43_68_2022,1.64,3.87,grow,Maguey,43,68,1,0.494696241836107,1.3532545070416904,2315,t2,0,0,0
M43_68_2022,14.43,18.39,grow,Maguey,43,68,1,2.6693093727857793,2.91180703861623,2316,t2,0,0,0
M43_68_2022,6.78,9.77,grow,Maguey,43,68,1,1.9139771019523042,2.2793164660546914,2317,t2,0,0,0
M43_68_2022,125.02,159.04,grow,Maguey,43,68,1,4.828473724503667,5.069155742908264,2318,t2,1,0.5204352204415232,1
M43_68_2022,3.17,4.11,grow,Maguey,43,68,1,1.1537315878891892,1.4134230285081433,2319,t2,0,0,0
M43_68_2022,20.65,36.27,grow,Maguey,43,68,1,3.027715319407042,3.590990953294811,2320,t2,0,0,0
M43_68_2022,0.62,1.11,grow,Maguey,43,68,1,-0.4780358009429998,0.10436001532424286,2321,t2,0,0,0
M43_68_2022,64.02,88.14,grow,Maguey,43,68,1,4.159195534541717,4.478926459413841,2322,t2,0,0,0
M43_68_2022,12.24,13.57,grow,Maguey,43,68,1,2.50470927708418,2.6078614738467776,2323,t2,0,0,0
M43_68_2022,11.17,13.68,grow,Maguey,43,68,1,2.413231613081109,2.615934912194404,2324,t2,0,0,0
M43_68_2022,16.77,21.34,grow,Maguey,43,68,1,2.8195915758351173,3.060583245873607,2325,t2,0,0,0
M43_68_2022,21.74,23.21,grow,Maguey,43,68,1,3.0791538816930633,3.1445832202863455,2326,t2,0,0,0
M43_68_2022,19.76,22.72,grow,Maguey,43,68,1,2.983659692319722,3.1232455938529506,2327,t2,0,0,0
M43_68_2022,83.63,93.89,grow,Maguey,43,68,1,4.426402307393435,4.542123884270456,2328,t2,0,0,0
M43_68_2022,172.85,195.03,grow,Maguey,43,68,1,5.152424166367633,5.273153392884487,2329,t2,0,0,0
M43_68_2022,6.61,7.25,grow,Maguey,43,68,1,1.888583653863595,1.9810014688665833,2330,t2,0,0,0
M43_68_2022,5.23,8.89,grow,Maguey,43,68,1,1.6544112780768316,2.1849270495258133,2331,t2,0,0,0
M43_68_2022,38.71,46.21,grow,Maguey,43,68,1,3.6560979645895566,3.833196224882175,2332,t2,0,0,0
M43_68_2022,71.29,95.18,grow,Maguey,43,68,1,4.266756065129537,4.555769835692964,2333,t2,0,0,0
M43_68_2022,25.62,36.53,grow,Maguey,43,68,1,3.2433732964685884,3.5981338408071912,2334,t2,0,0,0
M43_68_2022,6.2,13.42,grow,Maguey,43,68,1,1.824549292051046,2.5967461315435356,2335,t2,0,0,0
M43_68_2022,9.3,9.74,same,Maguey,43,68,1,2.2300144001592104,2.2762411176544437,2336,t2,0,0,0
M43_68_2022,124.37,125.79,same,Maguey,43,68,1,4.82326099366565,4.834613849850781,2337,t2,1,0.5198733682129363,1
M43_68_2022,10.72,11.02,same,Maguey,43,68,1,2.372111155642656,2.3997118037247684,2338,t2,0,0,0
M43_68_2022,2.45,2.46,same,Maguey,43,68,1,0.8960880245566357,0.9001613499442714,2339,t2,0,0,0
M43_68_2022,37.17,36.87,same,Maguey,43,68,1,3.615501984309161,3.607398212246053,2340,t2,0,0,0
M43_68_2022,33.15,33.89,same,Maguey,43,68,1,3.5010427166318716,3.52311998561896,2341,t2,0,0,0
M43_68_2022,164.32,164.07,same,Maguey,43,68,1,5.1018157461802485,5.100293166026791,2342,t2,1,0.5498972872195311,1
M43_68_2022,54.48,55.29,same,Maguey,43,68,1,3.997833661841257,4.012592060349841,2343,t2,0,0,0
M43_68_2022,109.34,107.73,same,Maguey,43,68,1,4.694462293466853,4.679628096906101,2344,t2,1,0.5059908488589695,1
M43_68_2022,58.49,45.6,shrink,Maguey,43,68,1,4.068855799454934,3.8199077165203406,2345,t2,0,0,0
M43_68_2022,28.53,20.45,shrink,Maguey,43,68,1,3.3509561652254085,3.017982882488811,2346,t2,0,0,0
M43_68_2022,9.46,4.96,shrink,Maguey,43,68,1,2.247072383063787,1.601405740736836,2347,t2,0,0,0
M43_68_2022,2.5,1.91,shrink,Maguey,43,68,1,0.9162907318741551,0.6471032420585384,2348,t2,0,0,0
M43_68_2022,2.24,1.81,shrink,Maguey,43,68,1,0.8064758658669485,0.5933268452777344,2349,t2,0,0,0
M43_68_2022,139.59,127.56,shrink,Maguey,43,68,1,4.938709554524666,4.848586842141857,2350,t2,1,0.5323169478301154,1
M45_85_2022,0,2.13,born,Maguey,45,85,NA,NA,0.7561219797213337,2351,t2,NA,NA,NA
M45_85_2022,0,2.32,born,Maguey,45,85,NA,NA,0.8415671856782185,2352,t2,NA,NA,NA
M45_85_2022,0,2.95,born,Maguey,45,85,NA,NA,1.0818051703517284,2353,t2,NA,NA,NA
M45_85_2022,6.86,0,dead,Maguey,45,85,0,1.925707441737794,NA,2354,t2,0,0,0
M45_85_2022,2.49,0,dead,Maguey,45,85,0,0.9122827104766164,NA,2355,t2,0,0,0
M45_85_2022,2.35,0,dead,Maguey,45,85,0,0.8544153281560676,NA,2356,t2,0,0,0
M45_85_2022,13.41,0,dead,Maguey,45,85,0,2.596000697293587,NA,2357,t2,0,0,0
M45_85_2022,6.68,0,dead,Maguey,45,85,0,1.8991179875485542,NA,2358,t2,0,0,0
M45_85_2022,16.93,18.89,grow,Maguey,45,85,1,2.829087196145044,2.9386326815134183,2359,t2,0,0,0
M45_85_2022,7.36,11.62,grow,Maguey,45,85,1,1.9960599327407849,2.4527277514237653,2360,t2,0,0,0
M45_85_2022,3.07,5.97,grow,Maguey,45,85,1,1.1216775615991057,1.7867469274045107,2361,t2,0,0,0
M45_85_2022,10.12,11.71,grow,Maguey,45,85,1,2.3145136638593193,2.460443177609626,2362,t2,0,0,0
M45_85_2022,5.13,6.38,grow,Maguey,45,85,1,1.6351056591826783,1.8531680973566984,2363,t2,0,0,0
M45_85_2022,4.38,4.56,same,Maguey,45,85,1,1.4770487243883548,1.5173226235262947,2364,t2,0,0,0
M45_85_2022,17.83,18.26,same,Maguey,45,85,1,2.8808824318750488,2.9047128751668225,2365,t2,0,0,0
M45_85_2022,17.14,16.47,same,Maguey,45,85,1,2.8414149131696336,2.8015405441895487,2366,t2,0,0,0
M45_85_2022,31.08,30.79,same,Maguey,45,85,1,3.436564525499447,3.427189961936409,2367,t2,0,0,0
M45_85_2022,7.67,7.37,same,Maguey,45,85,1,2.0373166153791646,1.9974177062012453,2368,t2,0,0,0
M45_85_2022,34.72,33.86,same,Maguey,45,85,1,3.5473158897921495,3.522234376704989,2369,t2,0,0,0
M45_85_2022,29.1,8.62,shrink,Maguey,45,85,1,3.370738174177447,2.1540850846756014,2370,t2,0,0,0
M45_85_2022,61.99,44.57,shrink,Maguey,45,85,1,4.126973081713828,3.7970609869584644,2371,t2,0,0,0
M45_85_2022,41.57,29.52,shrink,Maguey,45,85,1,3.727378753264546,3.385067999732272,2372,t2,0,0,0
M45_85_2022,97.05,90.99,shrink,Maguey,45,85,1,4.57522630961502,4.5107496103686,2373,t2,1,0.4931390432820696,0
M45_85_2022,14.55,10.72,shrink,Maguey,45,85,1,2.6775909936175015,2.372111155642656,2374,t2,0,0,0
M45_85_2022,18.61,11.96,shrink,Maguey,45,85,1,2.9236990706541595,2.481567748522486,2375,t2,0,0,0
M45_85_2022,14.38,8.03,shrink,Maguey,45,85,1,2.6658383522929006,2.0831845279586703,2376,t2,0,0,0
M45_85_2022,91.31,76.97,shrink,Maguey,45,85,1,4.514260310628249,4.343415735546226,2377,t2,0,0,0
M45_85_2022,110.04,83.86,shrink,Maguey,45,85,1,4.700843936056374,4.429148741742616,2378,t2,0,0,0
M45_85_2022,161.93,139,shrink,Maguey,45,85,1,5.08716414308538,4.9344739331306915,2379,t2,1,0.5483180697024506,1
M45_85_2022,24.33,22.54,shrink,Maguey,45,85,1,3.1917101567954314,3.11529150861163,2380,t2,0,0,0
M45_85_2022,47.9,29.98,shrink,Maguey,45,85,1,3.8691155044168695,3.4005304926744517,2381,t2,0,0,0
M45_85_2022,56.73,44.52,shrink,Maguey,45,85,1,4.038303171338476,3.795938526407344,2382,t2,0,0,0
M45_85_2022,20.54,18.28,shrink,Maguey,45,85,1,3.0223742045004123,2.905807566026004,2383,t2,0,0,0
M45_85_2022,23.97,11.51,shrink,Maguey,45,85,1,3.176803048446293,2.4432162227337915,2384,t2,0,0,0
M45_85_2022,54.82,31.7,shrink,Maguey,45,85,1,4.0040550908746395,3.456316680883235,2385,t2,0,0,0
M45_85_2022,64.52,39.9,shrink,Maguey,45,85,1,4.166975253257008,3.686376323895818,2386,t2,0,0,0
M45_85_2022,161.15,122.36,shrink,Maguey,45,85,1,5.082335608261447,4.806967519282702,2387,t2,1,0.54779762789643,1
M45_85_2022,72.63,51.26,shrink,Maguey,45,85,1,4.285378059618076,3.936910720935925,2388,t2,0,0,0
M45_85_2022,49.73,32.3,shrink,Maguey,45,85,1,3.906608372726647,3.475067230228611,2389,t2,0,0,0
M45_87_2022,0,2.41,born,Maguey,45,87,NA,NA,0.8796267475025636,2390,t2,NA,NA,NA
M45_87_2022,0,2.34,born,Maguey,45,87,NA,NA,0.85015092936961,2391,t2,NA,NA,NA
M45_87_2022,0,2.52,born,Maguey,45,87,NA,NA,0.9242589015233319,2392,t2,NA,NA,NA
M45_87_2022,0,2.94,born,Maguey,45,87,NA,NA,1.0784095813505903,2393,t2,NA,NA,NA
M45_87_2022,14.14,0,dead,Maguey,45,87,0,2.6490076604684267,NA,2394,t2,0,0,0
M45_87_2022,2.24,0,dead,Maguey,45,87,0,0.8064758658669485,NA,2395,t2,0,0,0
M45_87_2022,51.51,0,dead,Maguey,45,87,0,3.9417759635774936,NA,2396,t2,0,0,0
M45_87_2022,13.15,0,dead,Maguey,45,87,0,2.5764217586237734,NA,2397,t2,0,0,0
M45_87_2022,104.24,0,dead,Maguey,45,87,0,4.6466959328165895,NA,2398,t2,1,0.5008423696804347,1
M45_87_2022,4.45,0,dead,Maguey,45,87,0,1.4929040961781488,NA,2399,t2,0,0,0
M45_87_2022,0.69,1.4,grow,Maguey,45,87,1,-0.37106368139083207,0.3364722366212129,2400,t2,0,0,0
M45_87_2022,50.44,58.68,grow,Maguey,45,87,1,3.9207845110967185,4.072098953274781,2401,t2,0,0,0
M45_87_2022,66.66,81.98,grow,Maguey,45,87,1,4.199605072879594,4.406475315076191,2402,t2,0,0,0
M45_87_2022,222.62,242.96,grow,Maguey,45,87,1,5.405466282065079,5.492896820737493,2403,t2,0,0,0
M45_87_2022,171.42,181.42,grow,Maguey,45,87,1,5.1441166854707365,5.200814785186798,2404,t2,1,0.5544566780168356,1
M45_87_2022,3.17,6.45,grow,Maguey,45,87,1,1.1537315878891892,1.864080130807681,2405,t2,0,0,0
M45_87_2022,4.24,4.61,grow,Maguey,45,87,1,1.4445632692438664,1.5282278570085572,2406,t2,0,0,0
M45_87_2022,39.17,42.03,grow,Maguey,45,87,1,3.66791114767774,3.7383836490170252,2407,t2,0,0,0
M45_87_2022,18.17,25.36,grow,Maguey,45,87,1,2.89977188240808,3.233173129569025,2408,t2,0,0,0
M45_87_2022,38.87,56.16,grow,Maguey,45,87,1,3.660222744864132,4.028204759717555,2409,t2,0,0,0
M45_87_2022,15.63,18.97,grow,Maguey,45,87,1,2.749192144433385,2.9428587839469227,2410,t2,0,0,0
M45_87_2022,65.79,72.38,grow,Maguey,45,87,1,4.186467851097906,4.281930018135596,2411,t2,0,0,0
M45_87_2022,11.81,13.33,grow,Maguey,45,87,1,2.468946630209271,2.5900171341906173,2412,t2,0,0,0
M45_87_2022,22.67,28.51,grow,Maguey,45,87,1,3.1210424645194377,3.3502549029245805,2413,t2,0,0,0
M45_87_2022,6.56,12.51,grow,Maguey,45,87,1,1.8809906029559975,2.5265283244788197,2414,t2,0,0,0
M45_87_2022,28.08,29.74,grow,Maguey,45,87,1,3.3350575791576103,3.392492941032009,2415,t2,0,0,0
M45_87_2022,3.52,3.95,grow,Maguey,45,87,1,1.2584609896100056,1.3737155789130306,2416,t2,0,0,0
M45_87_2022,17.83,21.14,grow,Maguey,45,87,1,2.8808824318750488,3.051166980442092,2417,t2,0,0,0
M45_87_2022,2.02,2.24,grow,Maguey,45,87,1,0.7030975114131134,0.8064758658669485,2418,t2,0,0,0
M45_87_2022,58.43,62.41,grow,Maguey,45,87,1,4.067829456566345,4.133725518945951,2419,t2,0,0,0
M45_87_2022,3.23,4.94,grow,Maguey,45,87,1,1.172482137234565,1.5973653311998313,2420,t2,0,0,0
M45_87_2022,24.52,26.76,grow,Maguey,45,87,1,3.1994891110680106,3.286908235260028,2421,t2,0,0,0
M45_87_2022,9.24,20.19,grow,Maguey,45,87,1,2.2235418856535927,3.005187432324746,2422,t2,0,0,0
M45_87_2022,4.78,5.95,grow,Maguey,45,87,1,1.5644405465033646,1.7833912195575383,2423,t2,0,0,0
M45_87_2022,17.7,22.16,grow,Maguey,45,87,1,2.8735646395797834,3.098288861879083,2424,t2,0,0,0
M45_87_2022,27.25,28.77,grow,Maguey,45,87,1,3.305053521109253,3.3593331775634567,2425,t2,0,0,0
M45_87_2022,55.95,66.72,grow,Maguey,45,87,1,4.024458434757935,4.200504758050491,2426,t2,0,0,0
M45_87_2022,47.28,64.5,grow,Maguey,45,87,1,3.856087373097843,4.1666652238017265,2427,t2,0,0,0
M45_87_2022,22.98,26.53,grow,Maguey,45,87,1,3.1346242724206097,3.2782761681496484,2428,t2,0,0,0
M45_87_2022,73.11,88.1,grow,Maguey,45,87,1,4.291965156305224,4.478472532942134,2429,t2,0,0,0
M45_87_2022,10.2,11.62,grow,Maguey,45,87,1,2.3223877202902252,2.4527277514237653,2430,t2,0,0,0
M45_87_2022,1.82,2.22,grow,Maguey,45,87,1,0.598836501088704,0.7975071958841882,2431,t2,0,0,0
M45_87_2022,1.37,3.17,grow,Maguey,45,87,1,0.3148107398400336,1.1537315878891892,2432,t2,0,0,0
M45_87_2022,30.73,34.14,grow,Maguey,45,87,1,3.425239376142393,3.5304697173662944,2433,t2,0,0,0
M45_87_2022,7.09,8,grow,Maguey,45,87,1,1.958685340544036,2.0794415416798357,2434,t2,0,0,0
M45_87_2022,4.28,4.58,grow,Maguey,45,87,1,1.4539530095937054,1.5216989981260935,2435,t2,0,0,0
M45_87_2022,29.62,29.75,same,Maguey,45,87,1,3.3884498088396526,3.392829131991639,2436,t2,0,0,0
M45_87_2022,231.84,242.93,same,Maguey,45,87,1,5.446047478572372,5.492773335997992,2437,t2,1,0.587000174747179,1
M45_87_2022,122.26,127.57,same,Maguey,45,87,1,4.80614992460058,4.848665233550198,2438,t2,0,0,0
M45_87_2022,50.26,50.7,same,Maguey,45,87,1,3.917209532115446,3.9259259105971376,2439,t2,0,0,0
M45_87_2022,5.56,5.49,same,Maguey,45,87,1,1.715598108262491,1.7029282555214393,2440,t2,0,0,0
M45_87_2022,162.59,164.37,same,Maguey,45,87,1,5.091231694607464,5.102119984218434,2441,t2,1,0.5487564892101119,1
M45_87_2022,15.11,15.7,same,Maguey,45,87,1,2.715356776284648,2.7536607123542622,2442,t2,0,0,0
M45_87_2022,101.77,105.04,same,Maguey,45,87,1,4.62271536520384,4.65434122999454,2443,t2,1,0.49825763323907885,0
M45_87_2022,7.75,7.9,same,Maguey,45,87,1,2.0476928433652555,2.066862759472976,2444,t2,0,0,0
M45_87_2022,172.18,158.28,shrink,Maguey,45,87,1,5.148540441229809,5.0643656165172235,2445,t2,0,0,0
M45_87_2022,30.55,25.56,shrink,Maguey,45,87,1,3.4193646856176043,3.241028629509334,2446,t2,0,0,0
M45_87_2022,86.31,77.51,shrink,Maguey,45,87,1,4.457945466231566,4.35040696029342,2447,t2,0,0,0
M45_87_2022,27.71,26.31,shrink,Maguey,45,87,1,3.321793358874887,3.269949095052201,2448,t2,0,0,0
M45_87_2022,171.68,151.2,shrink,Maguey,45,87,1,5.145632278882388,5.018603463745433,2449,t2,1,0.5546200356814511,1
M45_87_2022,161.18,130.91,shrink,Maguey,45,87,1,5.0825217528963655,4.874510064192008,2450,t2,1,0.5478176914257429,1
M45_87_2022,125.33,71.49,shrink,Maguey,45,87,1,4.830950258623431,4.26955757977876,2451,t2,1,0.5207021527381638,1
M45_87_2022,86.79,70.12,shrink,Maguey,45,87,1,4.463491407656154,4.250208060053033,2452,t2,1,0.4810957389896864,0
M45_87_2022,33.54,18.95,shrink,Maguey,45,87,1,3.5127387563950627,2.9418039315284354,2453,t2,0,0,0
M45_87_2022,8.49,5.71,shrink,Maguey,45,87,1,2.138889000323256,1.742219023667919,2454,t2,0,0,0
M45_87_2022,93.29,77.78,shrink,Maguey,45,87,1,4.53571292097287,4.3538843287276014,2455,t2,0,0,0
M45_87_2022,17.56,13.96,shrink,Maguey,45,87,1,2.8656235882069705,2.6361960973342264,2456,t2,0,0,0
M45_87_2022,15.45,6.02,shrink,Maguey,45,87,1,2.7376090033437546,1.7950872593207297,2457,t2,0,0,0
M45_87_2022,6.36,5.31,shrink,Maguey,45,87,1,1.8500283773520307,1.6695918352538475,2458,t2,0,0,0
M45_87_2022,41.02,23.07,shrink,Maguey,45,87,1,3.7140597526442347,3.138533072185662,2459,t2,0,0,0
M45_87_2022,32.37,26.21,shrink,Maguey,45,87,1,3.4772320679381528,3.266141017335315,2460,t2,0,0,0
M45_87_2022,31.08,17.44,shrink,Maguey,45,87,1,3.436564525499447,2.8587664184808337,2461,t2,0,0,0
M45_87_2022,68.89,62.97,shrink,Maguey,45,87,1,4.232511029605105,4.142658422500651,2462,t2,0,0,0
M45_87_2022,49.99,37.77,shrink,Maguey,45,87,1,3.911822985425479,3.6315151367243654,2463,t2,0,0,0
M45_87_2022,11.06,10.45,shrink,Maguey,45,87,1,2.403334996094189,2.34660197841082,2464,t2,0,0,0
M45_87_2022,40.26,28.16,shrink,Maguey,45,87,1,3.695358420211645,3.3379025312898416,2465,t2,0,0,0
M45_87_2022,7.8,6.41,shrink,Maguey,45,87,1,2.0541237336955462,1.8578592709325787,2466,t2,0,0,0
M45_87_2022,7.71,6.86,shrink,Maguey,45,87,1,2.0425181875752383,1.925707441737794,2467,t2,0,0,0
M45_87_2022,159.35,87.66,shrink,Maguey,45,87,1,5.0711030408633455,4.473465694990663,2468,t2,1,0.5465869298532184,1
M45_87_2022,51.39,45.81,shrink,Maguey,45,87,1,3.9394436010041383,3.8245024078986507,2469,t2,0,0,0
M45_88_2022,0,2.68,born,Maguey,45,88,NA,NA,0.9858167945227654,2470,t2,NA,NA,NA
M45_88_2022,16.91,0,dead,Maguey,45,88,0,2.827905162910489,NA,2471,t2,0,0,0
M45_88_2022,1.57,0,dead,Maguey,45,88,0,0.45107561936021673,NA,2472,t2,0,0,0
M45_88_2022,8.68,0,dead,Maguey,45,88,0,2.1610215286722587,NA,2473,t2,0,0,0
M45_88_2022,3.67,0,dead,Maguey,45,88,0,1.3001916620664788,NA,2474,t2,0,0,0
M45_88_2022,3.53,0,dead,Maguey,45,88,0,1.2612978709452054,NA,2475,t2,0,0,0
M45_88_2022,15.17,0,dead,Maguey,45,88,0,2.719319793360441,NA,2476,t2,0,0,0
M45_88_2022,3.04,0,dead,Maguey,45,88,0,1.1118575154181303,NA,2477,t2,0,0,0
M45_88_2022,15.21,33.58,grow,Maguey,45,88,1,2.7219531062712017,3.5139306516493947,2478,t2,0,0,0
M45_88_2022,8.33,10.36,grow,Maguey,45,88,1,2.1198634561787513,2.337952236831337,2479,t2,0,0,0
M45_88_2022,4.12,4.99,grow,Maguey,45,88,1,1.415853163361435,1.6074359097634274,2480,t2,0,0,0
M45_88_2022,3.78,5.16,grow,Maguey,45,88,1,1.3297240096314962,1.6409365794934714,2481,t2,0,0,0
M45_88_2022,3.87,5.53,grow,Maguey,45,88,1,1.3532545070416904,1.7101878155342434,2482,t2,0,0,0
M45_88_2022,12.96,15.23,grow,Maguey,45,88,1,2.561867690924129,2.7232671669070703,2483,t2,0,0,0
M45_88_2022,5.24,6.57,grow,Maguey,45,88,1,1.6563214983329508,1.8825138324965192,2484,t2,0,0,0
M45_88_2022,13.58,16.17,grow,Maguey,45,88,1,2.60859812213055,2.783157673589016,2485,t2,0,0,0
