source_id,site,plot,area1,action,location,area2,transition,survival,log_size,log_size_next,id,repro,flower_n,flower_n_int,cytes_per_polyp,polyps_per_cm2,seeds_exp,seeds_pois,totaloocytes
T20_10_2021,20,10,103.3,shrink,Tampico,86.54084507042253,t1,1,4.637637376125593,4.460616499833675,3250,1,1.4850503015502365,1,1.1498426129283708,19,1.412876166190755,2,1
T20_10_2021,20,10,44.33,shrink,Tampico,39.7974882629108,t1,1,3.7916616487569623,3.6838038013268464,3251,0,0,0,0.009378174060772904,18.573553079452278,0,0,0
T20_10_2021,20,10,51.73,shrink,Tampico,43.7531220657277,t1,1,3.9460378840154235,3.77856297175986,3252,0,0,0,0.6715752070958491,19,0,0,0
T20_10_2021,20,10,140.65,shrink,Tampico,126.82969483568075,t1,1,4.946274534935866,4.842845200987038,3253,1,1.5838811648946485,2,0.8628389933072887,17.0645088446678,1.2965076089435297,0,1
T20_10_2021,20,10,132.54,shrink,Tampico,103.88835680751174,t1,1,4.8868844866600805,4.643316830300428,3254,1,1.5648634621404238,2,0.6927213863262267,19,1.0921214577836293,3,1
T20_10_2021,20,10,8.43,shrink,Tampico,6.32225352112676,t1,1,2.131796772013764,1.844075714401401,3255,0,0,0,0.7289115081026493,17.153402305886996,0,0,0
T20_10_2021,20,10,12.9,shrink,Tampico,11.65762910798122,t1,1,2.5572273113676265,2.455960824739265,3256,0,0,0,1.6249349505217867,19,0,0,0
T20_10_2021,20,10,19.06,shrink,Tampico,13.156596244131457,t1,1,2.947591898226056,2.5769232483800675,3257,0,0,0,1.9497565848928944,18.66038635547179,0,0,0
T20_10_2021,20,10,14.4,shrink,Tampico,10.535798122065728,t1,1,2.667228206581955,2.354778803481568,3258,0,0,0,0.45893925838934374,17.8381940711332,0,0,0
T20_10_2021,20,10,17.83,shrink,Tampico,16.78469483568075,t1,1,2.8808824318750488,2.820467449491078,3259,0,0,0,0.17704334984878878,19,0,0,0
T20_10_2021,20,10,29.46,shrink,Tampico,20.215046948356807,t1,1,3.3830334110344844,3.006427225541524,3260,0,0,0,1.3898143745975942,18.21688438884561,0,0,0
T20_10_2021,20,10,48.65,shrink,Tampico,30.47711267605634,t1,1,3.884651808632014,3.416975997855578,3261,0,0,0,0.48666113827012536,19,0,0,0
T20_10_2021,20,10,16.26,shrink,Tampico,15.334647887323944,t1,1,2.7887081041196646,2.7301148359282226,3262,0,0,0,0.5459672563230702,19,0,0,0
T20_10_2021,20,10,50.64,shrink,Tampico,38.19915492957746,t1,1,3.9247417778359206,3.6428133931054587,3263,0,0,0,0.8540894105618126,17,0,0,0
T20_10_2021,20,10,23.59,shrink,Tampico,22.05631455399061,t1,1,3.1608228934195837,3.093598935226193,3264,0,0,0,0.36667857361661865,19,0,0,0
T20_10_2021,20,10,13.36,shrink,Tampico,12.288990610328637,t1,1,2.5922651681085,2.5087037892309367,3265,0,0,0,0.40057616244399397,17.138314815727686,0,0,0
T20_10_2021,20,10,22.61,shrink,Tampico,16.56950704225352,t1,1,3.1183922862898785,2.807564080981056,3266,0,0,0,0.9960225162333761,19,0,0,0
T20_11_2021,20,11,0,born,Tampico,0.7796948356807512,t1,NA,NA,-0.24885267215812026,3267,NA,NA,NA,0.4176190754380024,17,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,2.0820422535211267,t1,NA,NA,0.7333492646655781,3268,NA,NA,NA,1.941316031760962,17.944096397213762,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,1.0024647887323943,t1,NA,NA,0.0024617561227857736,3269,NA,NA,NA,0.8531534060132361,17,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,2.527582159624413,t1,NA,NA,0.9272631776648494,3270,NA,NA,NA,0.7081577415064462,17,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,2.4076291079812204,t1,NA,NA,0.8786424906587754,3271,NA,NA,NA,0.5698386429857543,18.672172284902512,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,1.7650234741784039,t1,NA,NA,0.5681639901146108,3272,NA,NA,NA,1.0185425161619848,17,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,0.9938967136150234,t1,NA,NA,-0.0061219875686057065,3273,NA,NA,NA,1.6427164250414432,18.84222337033265,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,0.9167840375586855,t1,NA,NA,-0.08688334421306401,3274,NA,NA,NA,0.3359682147226003,17.48156908336325,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,1.4394366197183097,t1,NA,NA,0.36425180072828856,3275,NA,NA,NA,0.13576281280025915,18.993085167574865,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,0.8568075117370892,t1,NA,NA,-0.15454199268687888,3276,NA,NA,NA,1.793228811652267,19,NA,0,NA
T20_11_2021,20,11,0,born,Tampico,1.4908450704225353,t1,NA,NA,0.39934312053955884,3277,NA,NA,NA,0.7495209647940053,17.399751655417933,NA,0,NA
T20_11_2021,20,11,6.31,dead,Tampico,0,t1,0,1.8421356765531218,NA,3278,0,0,0,0.5503433059759726,17,0,0,0
T20_11_2021,20,11,3.91,dead,Tampico,0,t1,0,1.3635373739972745,NA,3279,0,0,0,2.0724046764952484,19,0,0,0
T20_11_2021,20,11,6.59,grow,Tampico,12.759014084507042,t1,1,1.8855533485144158,2.5462380088270007,3280,0,0,0,0.7243933757122456,19,0,0,0
T20_11_2021,20,11,30.98,grow,Tampico,33.98739436619719,t1,1,3.4333418349887226,3.525989701934552,3281,0,0,0,1.2761554127637718,18.26467000147082,0,0,0
T20_11_2021,20,11,43.56,grow,Tampico,52.05953051643192,t1,1,3.77413929806476,3.952387881401129,3282,0,0,0,1.7159566221289904,19,0,0,0
T20_11_2021,20,11,100.67,grow,Tampico,121.92739436619719,t1,1,4.611847840741332,4.8034257394282855,3283,0,0,0,0.8544108767719147,19,0,0,0
T20_11_2021,20,11,11.64,grow,Tampico,16.112535211267605,t1,1,2.454447442303292,2.7795975536014814,3284,0,0,0,1.1260441115832143,17,0,0,0
T20_11_2021,20,11,19.75,grow,Tampico,20.880985915492957,t1,1,2.9831534913471307,3.038838980074645,3285,0,0,0,1.0560729709648926,17,0,0,0
T20_11_2021,20,11,14.99,grow,Tampico,17.86887323943662,t1,1,2.7073833121145063,2.8830602739901505,3286,0,0,0,1.1358277856513408,18.740076156481148,0,0,0
T20_11_2021,20,11,19.6,grow,Tampico,33.18896713615024,t1,1,2.975529566236472,3.5022175055173212,3287,0,0,0,1.2591386338766666,19,0,0,0
T20_11_2021,20,11,16.34,grow,Tampico,20.718286384976526,t1,1,2.7936160894318567,3.0310167105433914,3288,0,0,0,0.30305329393571234,18.58117045663643,0,0,0
T20_11_2021,20,11,0.87,grow,Tampico,1.1955868544600938,t1,1,-0.13926206733350766,0.17863715643586434,3289,0,0,0,2.6020313267928867,18.007925439093246,0,0,0
T20_11_2021,20,11,10.96,grow,Tampico,17.30894366197183,t1,1,2.3942522815198695,2.851223342598814,3290,0,0,0,0.9050285769475682,18.33904704458859,0,0,0
T20_11_2021,20,11,2.43,grow,Tampico,3.4496009389671363,t1,1,0.8878912573524571,1.2382585544883955,3291,0,0,0,1.3667441888658063,18.32944066306158,0,0,0
T20_11_2021,20,11,7.22,grow,Tampico,7.905446009389671,t1,1,1.9768549529047348,2.0675518902449848,3292,0,0,0,0.7385386547296451,17,0,0,0
T20_11_2021,20,11,8.19,grow,Tampico,11.899976525821597,t1,1,2.102913897864978,2.476536427495504,3293,0,0,0,1.4650323091255006,17.974478439483068,0,0,0
T20_11_2021,20,11,0.56,grow,Tampico,1.9308920187793428,t1,1,-0.579818495252942,0.6579820820378242,3294,0,0,0,0.6730184315498748,17,0,0,0
T20_11_2021,20,11,11.2,grow,Tampico,13.12781690140845,t1,1,2.4159137783010487,2.574733406509574,3295,0,0,0,3.028820925471888,17.810501565735112,0,0,0
T20_11_2021,20,11,7.56,grow,Tampico,12.615164319248827,t1,1,2.0228711901914416,2.5348996077116217,3296,0,0,0,0.9218095328497944,19,0,0,0
T20_11_2021,20,11,11.71,grow,Tampico,17.159295774647887,t1,1,2.460443177609626,2.8425400544442696,3297,0,0,0,1.6765241741570545,17,0,0,0
T20_11_2021,20,11,21.35,grow,Tampico,24.811502347417843,t1,1,3.0610517396746335,3.2113073499783176,3298,0,0,0,1.767231877447738,17,0,0,0
T20_11_2021,20,11,30.34,grow,Tampico,32.83330985915493,t1,1,3.4124669739203863,3.4914435445600818,3299,0,0,0,0.6987234443639259,19,0,0,0
T20_11_2021,20,11,49.78,grow,Tampico,52.29044600938967,t1,1,3.907613296939446,3.9568136776987495,3300,0,0,0,0.6218775841450337,19,0,0,0
T20_11_2021,20,11,37.51,grow,Tampico,40.817276995305164,t1,1,3.624607564093796,3.7091054475453085,3301,0,0,0,1.2852677858900723,18.134418256702517,0,0,0
T20_11_2021,20,11,23.04,grow,Tampico,24.56511737089202,t1,1,3.1372318358276905,3.2013274435815977,3302,0,0,0,0.813625861356116,17.421784150766353,0,0,0
T20_11_2021,20,11,12.77,grow,Tampico,18.502042253521125,t1,1,2.547098670044448,2.9178811180737445,3303,0,0,0,0.8286122175658988,19,0,0,0
T20_11_2021,20,11,15.24,grow,Tampico,22.308661971830986,t1,1,2.7239235502585,3.104975032277058,3304,0,0,0,1.1875626114393718,17,0,0,0
T20_11_2021,20,11,15.75,grow,Tampico,17.455046948356806,t1,1,2.7568403652716422,2.859628830232947,3305,0,0,0,1.5303271258349578,17,0,0,0
T20_11_2021,20,11,65.46,grow,Tampico,95.17408450704225,t1,1,4.181439269073034,4.555707683173622,3306,0,0,0,1.7873107775193005,17,0,0,0
T20_11_2021,20,11,29.16,grow,Tampico,36.63992957746479,t1,1,3.3727979071404572,3.6011386177916584,3307,0,0,0,1.0744462796392946,17.289915511721212,0,0,0
T20_11_2021,20,11,68.69,grow,Tampico,102.76523474178404,t1,1,4.2296036282257905,4.632447112378467,3308,0,0,0,1.119586759541362,18.124847195322406,0,0,0
T20_11_2021,20,11,27.26,grow,Tampico,28.965046948356807,t1,1,3.3054204262683866,3.3660898254123457,3309,0,0,0,0.8653438738353285,17.705508519662704,0,0,0
T20_11_2021,20,11,5.21,grow,Tampico,9.108474178403755,t1,1,1.6505798557652755,2.2092052085946534,3310,0,0,0,1.3983943045976872,17,0,0,0
T20_11_2021,20,11,9.14,grow,Tampico,14.932018779342723,t1,1,2.2126603854660587,2.703507818709109,3311,0,0,0,1.4089100225514741,17,0,0,0
T20_11_2021,20,11,9.01,grow,Tampico,10.380892018779342,t1,1,2.1983350716202463,2.339966810344018,3312,0,0,0,0.9504131003030128,17,0,0,0
T20_11_2021,20,11,13.4,grow,Tampico,16.27887323943662,t1,1,2.5952547069568657,2.789868146842362,3313,0,0,0,0.9493756163662139,17,0,0,0
T20_11_2021,20,11,21.87,grow,Tampico,34.696408450704226,t1,1,3.0851158346886765,3.546636178734473,3314,0,0,0,1.4553065067903588,18.262716208257277,0,0,0
T20_11_2021,20,11,35.04,grow,Tampico,43.753732394366196,t1,1,3.5564902660681907,3.778576921036,3315,0,0,0,1.5243496225894073,17,0,0,0
T20_11_2021,20,11,16.5,grow,Tampico,18.7962441314554,t1,1,2.803360380906535,2.9336570696354385,3316,0,0,0,0.9693085078394044,19,0,0,0
T20_11_2021,20,11,3.62,grow,Tampico,5.693474178403756,t1,1,1.2864740258376797,1.7393206379818276,3317,0,0,0,0.5371951780600849,17,0,0,0
T20_11_2021,20,11,10.4,grow,Tampico,17.4343896713615,t1,1,2.341805806147327,2.8584446735706135,3318,0,0,0,1.4079798119748965,17,0,0,0
T20_11_2021,20,11,129.71,grow,Tampico,146.32349765258215,t1,1,4.865301189352582,4.985819907928828,3319,0,0,0,0.021066004398575755,19,0,0,0
T20_11_2021,20,11,27.13,grow,Tampico,33.84737089201878,t1,1,3.3006401266708405,3.5218613269775725,3320,0,0,0,0.9055889449457349,17,0,0,0
T20_11_2021,20,11,27.78,grow,Tampico,30.86450704225352,t1,1,3.3243163373261977,3.4296068843025855,3321,0,0,0,1.4072267171463904,19,0,0,0
T20_11_2021,20,11,2.26,grow,Tampico,7.135234741784037,t1,1,0.8153648132841944,1.9650451504274142,3322,0,0,0,0.9880080648872054,17,0,0,0
T20_11_2021,20,11,22.62,grow,Tampico,27.375281690140845,t1,1,3.1188344706879745,3.3096404781345297,3323,0,0,0,1.4947534662112316,19,0,0,0
T20_11_2021,20,11,22.6,grow,Tampico,39.65903755868544,t1,1,3.1179499062782403,3.680318855492238,3324,0,0,0,0.4538019448149263,17,0,0,0
T20_11_2021,20,11,8.95,grow,Tampico,9.72969483568075,t1,1,2.191653532286764,2.2751825324666886,3325,0,0,0,1.8234864331011078,17.242613207502973,0,0,0
T20_11_2021,20,11,29.57,grow,Tampico,34.37669014084507,t1,1,3.3867603338643857,3.5373787225117166,3326,0,0,0,1.2201118769869357,17.356720983631806,0,0,0
T20_11_2021,20,11,5.32,grow,Tampico,9.809671361502348,t1,1,1.6714733033535532,2.283368772659583,3327,0,0,0,0.17269695349480074,17,0,0,0
T20_11_2021,20,11,14.08,grow,Tampico,16.401948356807512,t1,1,2.644755350729896,2.7974001300180853,3328,0,0,0,0.7735040228634269,19,0,0,0
T20_11_2021,20,11,8.44,grow,Tampico,10.187887323943663,t1,1,2.1329823086078656,2.3211994973724694,3329,0,0,0,0.05574582907828318,19,0,0,0
T20_11_2021,20,11,24.82,grow,Tampico,30.19218309859155,t1,1,3.211649779776461,3.4075830530815585,3330,0,0,0,1.694938578031493,17.06555050498628,0,0,0
T20_11_2021,20,11,32.28,grow,Tampico,40.82237089201878,t1,1,3.474447843401748,3.70923023732214,3331,0,0,0,0.4456220475760072,17,0,0,0
T20_11_2021,20,11,77.95,grow,Tampico,82.73955399061033,t1,1,4.356067595503785,4.4156977705257505,3332,1,1.3948868726947492,1,0.8499425287366668,17,0.7051254318189224,0,1
T20_11_2021,20,11,12.38,grow,Tampico,14.324953051643192,t1,1,2.5160822672564502,2.66200298522323,3333,0,0,0,1.6492144725161269,19,0,0,0
T20_11_2021,20,11,17.19,grow,Tampico,21.713943661971832,t1,1,2.844327819394758,3.0779546192577008,3334,0,0,0,0.6601783236227561,19,0,0,0
T20_11_2021,20,11,20.66,grow,Tampico,24.472793427230048,t1,1,3.0281994636914926,3.1975620281614554,3335,0,0,0,0.9191545641758079,19,0,0,0
T20_11_2021,20,11,30.54,grow,Tampico,49.192699530516435,t1,1,3.4190372997904865,3.895745228962249,3336,0,0,0,0.7573744992124637,18.95714939808514,0,0,0
T20_11_2021,20,11,5.4,grow,Tampico,6.273943661971831,t1,1,1.6863989535702288,1.8364051301253375,3337,0,0,0,0.20295723451223524,17,0,0,0
T20_11_2021,20,11,6.14,grow,Tampico,6.842582159624413,t1,1,1.814824742159051,1.9231651691129912,3338,0,0,0,1.315831045394775,17,0,0,0
T20_11_2021,20,11,17.22,grow,Tampico,19.559084507042254,t1,1,2.8460714989995846,2.9734398591678706,3339,0,0,0,0.3901585241945117,18.926483738443753,0,0,0
T20_11_2021,20,11,7.05,grow,Tampico,12.82488262910798,t1,1,1.9530276168241774,2.551387239288483,3340,0,0,0,0.8454392792941141,19,0,0,0
T20_11_2021,20,11,21.61,grow,Tampico,28.635821596244128,t1,1,3.0731561705187946,3.3546584374629926,3341,0,0,0,0.9360103708935004,19,0,0,0
T20_11_2021,20,11,20.03,grow,Tampico,22.189154929577466,t1,1,2.997231149677727,3.099603652829382,3342,0,0,0,0.5652299258027755,18.84569018043887,0,0,0
T20_11_2021,20,11,39.58,grow,Tampico,45.483403755868544,t1,1,3.6783239401744194,3.817347506800214,3343,0,0,0,0.6421187372379861,17,0,0,0
T20_11_2021,20,11,7.57,grow,Tampico,10.911549295774648,t1,1,2.0241930674493576,2.3898217967083784,3344,0,0,0,0.2327227220260808,18.581777756740752,0,0,0
T20_11_2021,20,11,12.53,grow,Tampico,15.665915492957748,t1,1,2.528125768907977,2.7514873646344262,3345,0,0,0,1.4715641738108416,17.33657201016335,0,0,0
T20_11_2021,20,11,13.86,grow,Tampico,19.532065727699532,t1,1,2.6290069937617573,2.9720575113227468,3346,0,0,0,0.8434994097270536,17,0,0,0
T20_11_2021,20,11,10.38,grow,Tampico,13.635868544600939,t1,1,2.3398808777377424,2.6127037139095153,3347,0,0,0,2.107972375073341,19,0,0,0
T20_11_2021,20,11,48.66,grow,Tampico,55.917159624413145,t1,1,3.8848573373553763,4.023871303080675,3348,0,0,0,0.17429156896280862,19,0,0,0
T20_11_2021,20,11,29.25,grow,Tampico,42.52194835680751,t1,1,3.3758795736778655,3.750020374550181,3349,0,0,0,2.190868865094546,17,0,0,0
T20_11_2021,20,11,18.98,grow,Tampico,22.15018779342723,t1,1,2.9433857931817817,3.09784597471377,3350,0,0,0,0.37455088705522666,17,0,0,0
T20_11_2021,20,11,16.77,grow,Tampico,22.990422535211266,t1,1,2.8195915758351173,3.135077717693246,3351,0,0,0,0.8934462355820827,17,0,0,0
T20_11_2021,20,11,16.08,grow,Tampico,19.90992957746479,t1,1,2.77757626375082,2.9912185810263936,3352,0,0,0,1.0280122536605851,17.202221916613208,0,0,0
T20_11_2021,20,11,33.43,grow,Tampico,37.43985915492958,t1,1,3.509453700432007,3.622735889714751,3353,0,0,0,0.8877918412471666,17.788449699937274,0,0,0
T20_11_2021,20,11,16.01,grow,Tampico,22.907300469483566,t1,1,2.7732135270086236,3.131455657549017,3354,0,0,0,0.8571704747681734,19,0,0,0
T20_11_2021,20,11,7.13,grow,Tampico,11.64537558685446,t1,1,1.9643112344262046,2.4549091558736746,3355,0,0,0,1.3370984696082588,19,0,0,0
T20_11_2021,20,11,5.18,grow,Tampico,5.95112676056338,t1,1,1.6448050562713916,1.783580573152272,3356,0,0,0,1.8506243426585174,17,0,0,0
T20_11_2021,20,11,6.1,grow,Tampico,10.51255868544601,t1,1,1.8082887711792655,2.352570607727814,3357,0,0,0,0.30783897380295244,19,0,0,0
T20_11_2021,20,11,3.08,grow,Tampico,5.153474178403756,t1,1,1.1249295969854831,1.6396710849851666,3358,0,0,0,1.5601317944377562,19,0,0,0
T20_11_2021,20,11,16.6,grow,Tampico,18.97335680751174,t1,1,2.8094026953624978,2.943035721772299,3359,0,0,0,1.6787862337920223,17,0,0,0
T20_11_2021,20,11,3.94,grow,Tampico,6.390469483568075,t1,1,1.3711807233098425,1.8548077372974345,3360,0,0,0,0.7388262670054199,17,0,0,0
T20_11_2021,20,11,0.57,grow,Tampico,1.0840845070422533,t1,1,-0.5621189181535413,0.08073585850491047,3361,0,0,0,0.3135274821598144,19,0,0,0
T20_11_2021,20,11,5.65,grow,Tampico,9.634154929577466,t1,1,1.7316555451583497,2.265314589620913,3362,0,0,0,0.6573352355841275,19,0,0,0
T20_11_2021,20,11,12.49,grow,Tampico,21.52931924882629,t1,1,2.5249283241374862,3.0694156921502533,3363,0,0,0,1.6331044838054667,17.18483992637649,0,0,0
T20_11_2021,20,11,1.38,grow,Tampico,5.458403755868544,t1,1,0.3220834991691132,1.6971563946084898,3364,0,0,0,1.7794722562589311,17.563493564695428,0,0,0
T20_11_2021,20,11,5.62,grow,Tampico,6.116948356807512,t1,1,1.7263316639055997,1.81106333765613,3365,0,0,0,1.491104321679352,18.274171750002097,0,0,0
T20_11_2021,20,11,1.79,grow,Tampico,4.274741784037559,t1,1,0.5822156198526637,1.4527236991697627,3366,0,0,0,1.2411953932650823,19,0,0,0
T20_11_2021,20,11,2.55,grow,Tampico,3.6724178403755867,t1,1,0.9360933591703348,1.300850257236502,3367,0,0,0,0.7035630626593301,17.55180876409727,0,0,0
T20_11_2021,20,11,2.15,grow,Tampico,3.3495305164319245,t1,1,0.7654678421395714,1.208820191667159,3368,0,0,0,1.4296812971581891,19,0,0,0
T20_11_2021,20,11,4.14,grow,Tampico,10.368990610328638,t1,1,1.4206957878372228,2.338819680023473,3369,0,0,0,1.2963547061892626,19,0,0,0
T20_11_2021,20,11,3.79,grow,Tampico,4.663943661971831,t1,1,1.332366019094335,1.5398613696381496,3370,0,0,0,1.8900473268679479,17.929404671209188,0,0,0
T20_11_2021,20,11,1.26,grow,Tampico,5.86962441314554,t1,1,0.23111172096338664,1.769790647660998,3371,0,0,0,1.0817701202412011,19,0,0,0
T20_11_2021,20,11,5.07,grow,Tampico,6.518004694835681,t1,1,1.623340817603092,1.8745683007028797,3372,0,0,0,1.7872643366477643,19,0,0,0
T20_11_2021,20,11,8.88,grow,Tampico,12.91556338028169,t1,1,2.1838015570040787,2.5584330477629886,3373,0,0,0,0.2077008350806342,18.699189799531176,0,0,0
T20_11_2021,20,11,10.69,grow,Tampico,15.676619718309862,t1,1,2.3693087250369538,2.752170412492306,3374,0,0,0,0.4227834062527812,18.429865239812997,0,0,0
T20_11_2021,20,11,11.04,grow,Tampico,14.278732394366198,t1,1,2.401525040848949,2.658771185069808,3375,0,0,0,0.5745468164460237,17,0,0,0
T20_11_2021,20,11,13.24,grow,Tampico,18.560774647887325,t1,1,2.5832425505088623,2.9210504639809987,3376,0,0,0,0.0548366476941643,17,0,0,0
T20_11_2021,20,11,14.96,grow,Tampico,22.499906103286385,t1,1,2.7053799725463312,3.1135111360143948,3377,0,0,0,0.28156628990196864,18.231915052913426,0,0,0
T20_11_2021,20,11,4.5,grow,Tampico,11.277347417840375,t1,1,1.5040773967762742,2.422796060423062,3378,0,0,0,0.6483468785979816,19,0,0,0
T20_11_2021,20,11,0.72,grow,Tampico,1.1912441314553992,t1,1,-0.3285040669720361,0.1749982495988195,3379,0,0,0,0.5347708648126885,17,0,0,0
T20_11_2021,20,11,1.61,grow,Tampico,3.4778403755868545,t1,1,0.4762341789963717,1.2464115194179235,3380,0,0,0,1.643457329727355,17,0,0,0
T20_11_2021,20,11,9.12,grow,Tampico,11.347699530516433,t1,1,2.21046980408624,2.429015038848128,3381,0,0,0,1.171096370085065,17.22917553079648,0,0,0
T20_11_2021,20,11,3.74,grow,Tampico,9.000798122065728,t1,1,1.3190856114264407,2.1973132536338857,3382,0,0,0,1.017888814316168,17,0,0,0
T20_11_2021,20,11,6.74,grow,Tampico,10.158661971830986,t1,1,1.9080599249242156,2.318326737791771,3383,0,0,0,0.2341775891003921,17,0,0,0
T20_11_2021,20,11,1.27,grow,Tampico,4.037488262910798,t1,1,0.23901690047049992,1.3956227815255522,3384,0,0,0,1.896058541751355,17.21843895412924,0,0,0
T20_11_2021,20,11,7.46,grow,Tampico,16.208004694835683,t1,1,2.0095554142156695,2.7855052371679148,3385,0,0,0,0.4044133900260881,18.944327383146152,0,0,0
T20_11_2021,20,11,4.98,grow,Tampico,6.359460093896714,t1,1,1.6054298910365616,1.8499434828518515,3386,0,0,0,0.6553070504009436,18.128948327564007,0,0,0
T20_11_2021,20,11,5.28,grow,Tampico,10.66075117370892,t1,1,1.6639260977181702,2.3665688828318676,3387,0,0,0,1.0303353628750935,17.045781966202394,0,0,0
T20_11_2021,20,11,2.83,grow,Tampico,6.077300469483568,t1,1,1.0402767116551463,1.8045605956504451,3388,0,0,0,1.3019483190549475,17.02023705588498,0,0,0
T20_11_2021,20,11,3.26,grow,Tampico,5.9332394366197185,t1,1,1.1817271953786161,1.780570343215897,3389,0,0,0,1.921224503278629,18.767963731500284,0,0,0
T20_11_2021,20,11,12.06,grow,Tampico,19.385704225352114,t1,1,2.4898941912990393,2.9645358988278576,3390,0,0,0,0.5937380365864815,17,0,0,0
T20_11_2021,20,11,13.18,grow,Tampico,17.48974178403756,t1,1,2.578700529074361,2.861614525287311,3391,0,0,0,1.9151130775623022,19,0,0,0
T20_11_2021,20,11,17.02,grow,Tampico,20.60145539906103,t1,1,2.834389123145228,3.0253617237397665,3392,0,0,0,0.07884260847151703,17,0,0,0
T20_11_2021,20,11,34.85,grow,Tampico,46.37406103286385,t1,1,3.551053137206533,3.8367402734528384,3393,0,0,0,1.3463638275798517,19,0,0,0
T20_11_2021,20,11,13.74,grow,Tampico,18.23823943661972,t1,1,2.620311286794203,2.9035204578724794,3394,0,0,0,1.0910916946199412,19,0,0,0
T20_11_2021,20,11,6.78,grow,Tampico,9.898779342723005,t1,1,1.9139771019523042,2.292411450823785,3395,0,0,0,0.7397648026518359,18.110554675689357,0,0,0
T20_11_2021,20,11,5.41,grow,Tampico,8.460234741784038,t1,1,1.6882490928583902,2.1353769204889805,3396,0,0,0,1.130015647303293,19,0,0,0
T20_11_2021,20,11,11.75,grow,Tampico,18.810093896713614,t1,1,2.463853240590168,2.934393635151283,3397,0,0,0,1.183196386475935,17,0,0,0
T20_11_2021,20,11,19.64,grow,Tampico,21.73917840375587,t1,1,2.97756830292632,3.0791160890633775,3398,0,0,0,0.6916321293596306,18.80250398611275,0,0,0
T20_11_2021,20,11,13.15,grow,Tampico,17.134154929577466,t1,1,2.5764217586237734,2.841073835731476,3399,0,0,0,0.6865276642062139,17.018515196618758,0,0,0
T20_11_2021,20,11,15.56,grow,Tampico,18.121854460093896,t1,1,2.7447035187502458,2.897118638650408,3400,0,0,0,0.19226102970233316,17.88060395735432,0,0,0
T20_11_2021,20,11,10.66,grow,Tampico,11.405422535211267,t1,1,2.3664984187376983,2.4340889032930693,3401,0,0,0,0.5001202952648595,19,0,0,0
T20_11_2021,20,11,7.71,grow,Tampico,14.204600938967136,t1,1,2.0425181875752383,2.6535659219137977,3402,0,0,0,1.3567344290704395,19,0,0,0
T20_11_2021,20,11,58.37,same,Tampico,58.224342723004696,t1,1,4.0668020592157,4.064303527136567,3403,0,0,0,0.5392495234354628,17.99311104554849,0,0,0
T20_11_2021,20,11,91.28,same,Tampico,94.85288732394366,t1,1,4.51393170555382,4.55232713686598,3404,0,0,0,0.17763166283951104,19,0,0,0
T20_11_2021,20,11,10.94,same,Tampico,10.631549295774647,t1,1,2.392425796993835,2.3638259292195793,3405,0,0,0,0.8721200641502357,17.978854570890675,0,0,0
T20_11_2021,20,11,12.92,same,Tampico,13.20274647887324,t1,1,2.558776498354456,2.5804248745307823,3406,0,0,0,1.130864478583824,17,0,0,0
T20_11_2021,20,11,21.88,same,Tampico,21.631525821596245,t1,1,3.0855729775537806,3.074151779390838,3407,0,0,0,0.8863769952491853,17.7631116466299,0,0,0
T20_11_2021,20,11,74.09,same,Tampico,71.76805164319248,t1,1,4.3052805704285655,4.273439413841949,3408,0,0,0,1.1805314168433316,19,0,0,0
T20_11_2021,20,11,131.76,same,Tampico,134.1419248826291,t1,1,4.880982085869385,4.898898380372041,3409,1,1.5629734130996737,2,0.11243544992908416,17.63695229156214,0.1635769723491265,0,0
T20_11_2021,20,11,80.63,same,Tampico,80.03023474178404,t1,1,4.389870788696931,4.3824044975470136,3410,0,0,0,1.1955488152518838,19,0,0,0
T20_11_2021,20,11,67.51,same,Tampico,66.87596244131456,t1,1,4.21227573505378,4.202839596758437,3411,0,0,0,1.8293402278137663,18.154093576899797,0,0,0
T20_11_2021,20,11,49.37,same,Tampico,50.75802816901408,t1,1,3.8993429522707714,3.9270697959335403,3412,0,0,0,1.7041109607128562,17,0,0,0
T20_11_2021,20,11,153.76,same,Tampico,155.31082159624412,t1,1,5.035392945221982,5.045428409608776,3413,1,1.6124183943792958,2,0.5917263524525218,17,0.968333551355004,0,1
T20_11_2021,20,11,35.09,same,Tampico,35.62122065727699,t1,1,3.5579161895951237,3.5729415461479332,3414,0,0,0,2.1694702472571077,19,0,0,0
T20_11_2021,20,11,62.62,same,Tampico,61.89171361502348,t1,1,4.1370847158982595,4.1253863034439595,3415,0,0,0,1.4774229378228045,17.384379510259393,0,0,0
T20_11_2021,20,11,40.63,same,Tampico,40.749953051643196,t1,1,3.7045067099996354,3.7074546875792924,3416,0,0,0,1.1797722530738084,19,0,0,0
T20_11_2021,20,11,38.13,same,Tampico,39.3380985915493,t1,1,3.6410013738694724,3.672193479092019,3417,0,0,0,1.5788863650978748,19,0,0,0
