source_id,site,plot,area1,action,location,area2,transition,survival,log_size,log_size_next,id,repro,flower_n,flower_n_int,cytes_per_polyp,polyps_per_cm2,seeds_exp,seeds_pois,totaloocytes
M45_85_2022,45,85,6.86,dead,Maguey,0,t2,0,1.925707441737794,NA,2354,0,0,0,1.3037212223684953,18.985581378998496,0,0,0
M45_85_2022,45,85,2.49,dead,Maguey,0,t2,0,0.9122827104766164,NA,2355,0,0,0,1.3836190672274946,18.690151575630395,0,0,0
M45_85_2022,45,85,2.35,dead,Maguey,0,t2,0,0.8544153281560676,NA,2356,0,0,0,0.35061930855752244,19,0,0,0
M45_85_2022,45,85,13.41,dead,Maguey,0,t2,0,2.596000697293587,NA,2357,0,0,0,1.3348407422045991,19,0,0,0
M45_85_2022,45,85,6.68,dead,Maguey,0,t2,0,1.8991179875485542,NA,2358,0,0,0,1.1832573448655639,17,0,0,0
M45_85_2022,45,85,16.93,grow,Maguey,18.89,t2,1,2.829087196145044,2.9386326815134183,2359,0,0,0,0.7118065455883581,18.661086286765553,0,0,0
M45_85_2022,45,85,7.36,grow,Maguey,11.62,t2,1,1.9960599327407849,2.4527277514237653,2360,0,0,0,0.09796920487898031,19,0,0,0
M45_85_2022,45,85,3.07,grow,Maguey,5.97,t2,1,1.1216775615991057,1.7867469274045107,2361,0,0,0,1.224130017847166,17.763525669465473,0,0,0
M45_85_2022,45,85,10.12,grow,Maguey,11.71,t2,1,2.3145136638593193,2.460443177609626,2362,0,0,0,0.3441551478969509,17,0,0,0
M45_85_2022,45,85,5.13,grow,Maguey,6.38,t2,1,1.6351056591826783,1.8531680973566984,2363,0,0,0,0.8907940053933849,17.798417797984715,0,0,0
M45_85_2022,45,85,4.38,same,Maguey,4.56,t2,1,1.4770487243883548,1.5173226235262947,2364,0,0,0,0.3044183419810891,19,0,0,0
M45_85_2022,45,85,17.83,same,Maguey,18.26,t2,1,2.8808824318750488,2.9047128751668225,2365,0,0,0,1.821523635431832,17.48947565211213,0,0,0
M45_85_2022,45,85,17.14,same,Maguey,16.47,t2,1,2.8414149131696336,2.8015405441895487,2366,0,0,0,1.2765789035959476,17,0,0,0
M45_85_2022,45,85,31.08,same,Maguey,30.79,t2,1,3.436564525499447,3.427189961936409,2367,0,0,0,2.2142194889163997,17,0,0,0
M45_85_2022,45,85,7.67,same,Maguey,7.37,t2,1,2.0373166153791646,1.9974177062012453,2368,0,0,0,1.0867491452452287,19,0,0,0
M45_85_2022,45,85,34.72,same,Maguey,33.86,t2,1,3.5473158897921495,3.522234376704989,2369,0,0,0,1.2840632309767104,19,0,0,0
M45_85_2022,45,85,29.1,shrink,Maguey,8.62,t2,1,3.370738174177447,2.1540850846756014,2370,0,0,0,0.8515040807984844,17.225047344918117,0,0,0
M45_85_2022,45,85,61.99,shrink,Maguey,44.57,t2,1,4.126973081713828,3.7970609869584644,2371,0,0,0,0.24044156023352126,17,0,0,0
M45_85_2022,45,85,41.57,shrink,Maguey,29.52,t2,1,3.727378753264546,3.385067999732272,2372,0,0,0,0.42024780630937003,19,0,0,0
M45_85_2022,45,85,97.05,shrink,Maguey,90.99,t2,1,4.57522630961502,4.5107496103686,2373,1,0.4931390432820696,0,0.4849335545279259,17,0.15680123802490212,1,0
M45_85_2022,45,85,14.55,shrink,Maguey,10.72,t2,1,2.6775909936175015,2.372111155642656,2374,0,0,0,0.4034911466806166,19,0,0,0
M45_85_2022,45,85,18.61,shrink,Maguey,11.96,t2,1,2.9236990706541595,2.481567748522486,2375,0,0,0,0.5212594430509766,18.09621566852174,0,0,0
M45_85_2022,45,85,14.38,shrink,Maguey,8.03,t2,1,2.6658383522929006,2.0831845279586703,2376,0,0,0,1.5395137096698583,17.046007815232798,0,0,0
M45_85_2022,45,85,91.31,shrink,Maguey,76.97,t2,1,4.514260310628249,4.343415735546226,2377,0,0,0,2.401490730096135,17,0,0,0
M45_85_2022,45,85,110.04,shrink,Maguey,83.86,t2,1,4.700843936056374,4.429148741742616,2378,0,0,0,0.6922752900063222,19,0,0,0
M45_85_2022,45,85,161.93,shrink,Maguey,139,t2,1,5.08716414308538,4.9344739331306915,2379,1,0.5483180697024506,1,0.48991900234140884,17,0.2643159142015799,1,0
M45_85_2022,45,85,24.33,shrink,Maguey,22.54,t2,1,3.1917101567954314,3.11529150861163,2380,0,0,0,1.3219394606070494,17,0,0,0
M45_85_2022,45,85,47.9,shrink,Maguey,29.98,t2,1,3.8691155044168695,3.4005304926744517,2381,0,0,0,1.2513258865179246,19,0,0,0
M45_85_2022,45,85,56.73,shrink,Maguey,44.52,t2,1,4.038303171338476,3.795938526407344,2382,0,0,0,2.106685034805678,18.482787870556365,0,0,0
M45_85_2022,45,85,20.54,shrink,Maguey,18.28,t2,1,3.0223742045004123,2.905807566026004,2383,0,0,0,0.73333721334522906,19,0,0,0
M45_85_2022,45,85,23.97,shrink,Maguey,11.51,t2,1,3.176803048446293,2.4432162227337915,2384,0,0,0,0.4491622719112966,19,0,0,0
M45_85_2022,45,85,54.82,shrink,Maguey,31.7,t2,1,4.0040550908746395,3.456316680883235,2385,0,0,0,1.1399479591027548,17,0,0,0
M45_85_2022,45,85,64.52,shrink,Maguey,39.9,t2,1,4.166975253257008,3.686376323895818,2386,0,0,0,1.7139069033084007,19,0,0,0
M45_85_2022,45,85,161.15,shrink,Maguey,122.36,t2,1,5.082335608261447,4.806967519282702,2387,1,0.54779762789643,1,1.251862573534872,17,0.6721383528892941,0,1
M45_85_2022,45,85,72.63,shrink,Maguey,51.26,t2,1,4.285378059618076,3.936910720935925,2388,0,0,0,0.1338994719926222,17,0,0,0
M45_85_2022,45,85,49.73,shrink,Maguey,32.3,t2,1,3.906608372726647,3.475067230228611,2389,0,0,0,0.7519394686156387,19,0,0,0
M45_87_2022,45,87,0,born,Maguey,2.41,t2,NA,NA,0.8796267475025636,2390,NA,NA,NA,1.4443127650741416,19,NA,0,NA
M45_87_2022,45,87,0,born,Maguey,2.34,t2,NA,NA,0.85015092936961,2391,NA,NA,NA,1.9300703009668552,19,NA,0,NA
M45_87_2022,45,87,0,born,Maguey,2.52,t2,NA,NA,0.9242589015233319,2392,NA,NA,NA,1.4776719145927353,19,NA,0,NA
M45_87_2022,45,87,0,born,Maguey,2.94,t2,NA,NA,1.0784095813505903,2393,NA,NA,NA,0.7754643498922902,17,NA,0,NA
M45_87_2022,45,87,14.14,dead,Maguey,0,t2,0,2.6490076604684267,NA,2394,0,0,0,1.4351411946056145,17,0,0,0
M45_87_2022,45,87,2.24,dead,Maguey,0,t2,0,0.8064758658669485,NA,2395,0,0,0,0.05593971951294119,17.626729022419987,0,0,0
M45_87_2022,45,87,51.51,dead,Maguey,0,t2,0,3.9417759635774936,NA,2396,0,0,0,1.3470132012321074,17,0,0,0
M45_87_2022,45,87,13.15,dead,Maguey,0,t2,0,2.5764217586237734,NA,2397,0,0,0,0.623398592228916,18.069308671136966,0,0,0
M45_87_2022,45,87,104.24,dead,Maguey,0,t2,0,4.6466959328165895,NA,2398,1,0.5008423696804347,1,1.5587014894955749,19,0.6050255909825719,2,1
M45_87_2022,45,87,4.45,dead,Maguey,0,t2,0,1.4929040961781488,NA,2399,0,0,0,1.2911256025276108,17.409344385500944,0,0,0
M45_87_2022,45,87,0.69,grow,Maguey,1.4,t2,1,-0.37106368139083207,0.3364722366212129,2400,0,0,0,0.33062767091147344,17.91475171661471,0,0,0
M45_87_2022,45,87,50.44,grow,Maguey,58.68,t2,1,3.9207845110967185,4.072098953274781,2401,0,0,0,0.5380260439699445,17,0,0,0
M45_87_2022,45,87,66.66,grow,Maguey,81.98,t2,1,4.199605072879594,4.406475315076191,2402,0,0,0,0.9544015270777584,17.613751459821664,0,0,0
M45_87_2022,45,87,222.62,grow,Maguey,242.96,t2,1,5.405466282065079,5.492896820737493,2403,0,0,0,2.4928370358307426,17.925740075926868,0,0,0
M45_87_2022,45,87,171.42,grow,Maguey,181.42,t2,1,5.1441166854707365,5.200814785186798,2404,1,0.5544566780168356,1,1.8102555057345444,17,1.0338870120468304,1,1
M45_87_2022,45,87,3.17,grow,Maguey,6.45,t2,1,1.1537315878891892,1.864080130807681,2405,0,0,0,1.0782278095851354,19,0,0,0
M45_87_2022,45,87,4.24,grow,Maguey,4.61,t2,1,1.4445632692438664,1.5282278570085572,2406,0,0,0,0.27125244474667665,17,0,0,0
M45_87_2022,45,87,39.17,grow,Maguey,42.03,t2,1,3.66791114767774,3.7383836490170252,2407,0,0,0,0.09735473420696017,17.346205034562868,0,0,0
M45_87_2022,45,87,18.17,grow,Maguey,25.36,t2,1,2.89977188240808,3.233173129569025,2408,0,0,0,0.6190200077746623,19,0,0,0
M45_87_2022,45,87,38.87,grow,Maguey,56.16,t2,1,3.660222744864132,4.028204759717555,2409,0,0,0,0.6039253435073653,17,0,0,0
M45_87_2022,45,87,15.63,grow,Maguey,18.97,t2,1,2.749192144433385,2.9428587839469227,2410,0,0,0,0.41668595989982105,19,0,0,0
M45_87_2022,45,87,65.79,grow,Maguey,72.38,t2,1,4.186467851097906,4.281930018135596,2411,0,0,0,2.2636741431070706,17.64682082755441,0,0,0
M45_87_2022,45,87,11.81,grow,Maguey,13.33,t2,1,2.468946630209271,2.5900171341906173,2412,0,0,0,0.1565220466266659,17.465125713916958,0,0,0
M45_87_2022,45,87,22.67,grow,Maguey,28.51,t2,1,3.1210424645194377,3.3502549029245805,2413,0,0,0,0.9785415096517708,19,0,0,0
M45_87_2022,45,87,6.56,grow,Maguey,12.51,t2,1,1.8809906029559975,2.5265283244788197,2414,0,0,0,0.350010534136813,17.35843166423784,0,0,0
M45_87_2022,45,87,28.08,grow,Maguey,29.74,t2,1,3.3350575791576103,3.392492941032009,2415,0,0,0,1.0984357237806115,17,0,0,0
M45_87_2022,45,87,3.52,grow,Maguey,3.95,t2,1,1.2584609896100056,1.3737155789130306,2416,0,0,0,0.39341999161301494,17,0,0,0
M45_87_2022,45,87,17.83,grow,Maguey,21.14,t2,1,2.8808824318750488,3.051166980442092,2417,0,0,0,0.659633126906827,19,0,0,0
M45_87_2022,45,87,2.02,grow,Maguey,2.24,t2,1,0.7030975114131134,0.8064758658669485,2418,0,0,0,1.2137669685277028,19,0,0,0
M45_87_2022,45,87,58.43,grow,Maguey,62.41,t2,1,4.067829456566345,4.133725518945951,2419,0,0,0,0.045103066607122044,19,0,0,0
M45_87_2022,45,87,3.23,grow,Maguey,4.94,t2,1,1.172482137234565,1.5973653311998313,2420,0,0,0,1.3120871331227533,17.990752638850037,0,0,0
M45_87_2022,45,87,24.52,grow,Maguey,26.76,t2,1,3.1994891110680106,3.286908235260028,2421,0,0,0,0.6572789950821882,17,0,0,0
M45_87_2022,45,87,9.24,grow,Maguey,20.19,t2,1,2.2235418856535927,3.005187432324746,2422,0,0,0,1.2155452502374464,17.446574437507774,0,0,0
M45_87_2022,45,87,4.78,grow,Maguey,5.95,t2,1,1.5644405465033646,1.7833912195575383,2423,0,0,0,1.2744437687783157,19,0,0,0
M45_87_2022,45,87,17.7,grow,Maguey,22.16,t2,1,2.8735646395797834,3.098288861879083,2424,0,0,0,2.0526954884874358,17.428073763669843,0,0,0
M45_87_2022,45,87,27.25,grow,Maguey,28.77,t2,1,3.305053521109253,3.3593331775634567,2425,0,0,0,0.054292708027879444,17.380425605578772,0,0,0
M45_87_2022,45,87,55.95,grow,Maguey,66.72,t2,1,4.024458434757935,4.200504758050491,2426,0,0,0,0.42212539486608447,18.645669961628357,0,0,0
M45_87_2022,45,87,47.28,grow,Maguey,64.5,t2,1,3.856087373097843,4.1666652238017265,2427,0,0,0,2.2232009898475935,19,0,0,0
M45_87_2022,45,87,22.98,grow,Maguey,26.53,t2,1,3.1346242724206097,3.2782761681496484,2428,0,0,0,0.09609778748696307,17,0,0,0
M45_87_2022,45,87,73.11,grow,Maguey,88.1,t2,1,4.291965156305224,4.478472532942134,2429,0,0,0,0.6265007868960506,17,0,0,0
M45_87_2022,45,87,10.2,grow,Maguey,11.62,t2,1,2.3223877202902252,2.4527277514237653,2430,0,0,0,1.656067772921343,17,0,0,0
M45_87_2022,45,87,1.82,grow,Maguey,2.22,t2,1,0.598836501088704,0.7975071958841882,2431,0,0,0,0.8159412758621013,17.45172933729795,0,0,0
M45_87_2022,45,87,1.37,grow,Maguey,3.17,t2,1,0.3148107398400336,1.1537315878891892,2432,0,0,0,0.4779267182247172,19,0,0,0
M45_87_2022,45,87,30.73,grow,Maguey,34.14,t2,1,3.425239376142393,3.5304697173662944,2433,0,0,0,0.6988672021677705,17,0,0,0
M45_87_2022,45,87,7.09,grow,Maguey,8,t2,1,1.958685340544036,2.0794415416798357,2434,0,0,0,0.7016883790234295,17.66483406364465,0,0,0
M45_87_2022,45,87,4.28,grow,Maguey,4.58,t2,1,1.4539530095937054,1.5216989981260935,2435,0,0,0,1.1063903854518546,17,0,0,0
M45_87_2022,45,87,29.62,same,Maguey,29.75,t2,1,3.3884498088396526,3.392829131991639,2436,0,0,0,0.6115959305615276,18.811875637387583,0,0,0
M45_87_2022,45,87,231.84,same,Maguey,242.93,t2,1,5.446047478572372,5.492773335997992,2437,1,0.587000174747179,1,0.7999064492956995,17,0.6178730862299503,0,1
M45_87_2022,45,87,122.26,same,Maguey,127.57,t2,1,4.80614992460058,4.848665233550198,2438,0,0,0,0.7879559237580779,19,0,0,0
M45_87_2022,45,87,50.26,same,Maguey,50.7,t2,1,3.917209532115446,3.9259259105971376,2439,0,0,0,0.40203377695670484,17.727550757708478,0,0,0
M45_87_2022,45,87,5.56,same,Maguey,5.49,t2,1,1.715598108262491,1.7029282555214393,2440,0,0,0,1.114439679421476,19,0,0,0
M45_87_2022,45,87,162.59,same,Maguey,164.37,t2,1,5.091231694607464,5.102119984218434,2441,1,0.5487564892101119,1,0.04603485026678855,18.204905864619942,0.026704951528290784,0,0
M45_87_2022,45,87,15.11,same,Maguey,15.7,t2,1,2.715356776284648,2.7536607123542622,2442,0,0,0,0.5515117894931754,19,0,0,0
M45_87_2022,45,87,101.77,same,Maguey,105.04,t2,1,4.62271536520384,4.65434122999454,2443,1,0.49825763323907885,0,1.4290988573786234,19,0.5415747874402254,0,1
M45_87_2022,45,87,7.75,same,Maguey,7.9,t2,1,2.0476928433652555,2.066862759472976,2444,0,0,0,1.224471974885545,19,0,0,0
M45_87_2022,45,87,172.18,shrink,Maguey,158.28,t2,1,5.148540441229809,5.0643656165172235,2445,0,0,0,1.8643069461078166,18.385951913591263,0,0,0
M45_87_2022,45,87,30.55,shrink,Maguey,25.56,t2,1,3.4193646856176043,3.241028629509334,2446,0,0,0,0.49782799730101907,17,0,0,0
M45_87_2022,45,87,86.31,shrink,Maguey,77.51,t2,1,4.457945466231566,4.35040696029342,2447,0,0,0,0.6996088160255263,19,0,0,0
M45_87_2022,45,87,27.71,shrink,Maguey,26.31,t2,1,3.321793358874887,3.269949095052201,2448,0,0,0,1.2986687212215475,17,0,0,0
M45_87_2022,45,87,171.68,shrink,Maguey,151.2,t2,1,5.145632278882388,5.018603463745433,2449,1,0.5546200356814511,1,0.9533036657196802,19,0.6094349534358797,1,1
M45_87_2022,45,87,161.18,shrink,Maguey,130.91,t2,1,5.0825217528963655,4.874510064192008,2450,1,0.5478176914257429,1,0.0899101060841091,18.41605341309302,0.052304495548420565,0,0
M45_87_2022,45,87,125.33,shrink,Maguey,71.49,t2,1,4.830950258623431,4.26955757977876,2451,1,0.5207021527381638,1,0.6012758557362312,18.00168943783637,0.265867260292932,0,0
M45_87_2022,45,87,86.79,shrink,Maguey,70.12,t2,1,4.463491407656154,4.250208060053033,2452,1,0.4810957389896864,0,0.6954459681662758,17,0.20109663054272167,0,0
M45_87_2022,45,87,33.54,shrink,Maguey,18.95,t2,1,3.5127387563950627,2.9418039315284354,2453,0,0,0,0.8063706440649944,19,0,0,0
M45_87_2022,45,87,8.49,shrink,Maguey,5.71,t2,1,2.138889000323256,1.742219023667919,2454,0,0,0,1.42236331960244,17,0,0,0
M45_87_2022,45,87,93.29,shrink,Maguey,77.78,t2,1,4.53571292097287,4.3538843287276014,2455,0,0,0,0.23930674695173593,17,0,0,0
M45_87_2022,45,87,17.56,shrink,Maguey,13.96,t2,1,2.8656235882069705,2.6361960973342264,2456,0,0,0,0.8510928552688795,19,0,0,0
M45_87_2022,45,87,15.45,shrink,Maguey,6.02,t2,1,2.7376090033437546,1.7950872593207297,2457,0,0,0,1.5901848609218825,17.324952697227253,0,0,0
M45_87_2022,45,87,6.36,shrink,Maguey,5.31,t2,1,1.8500283773520307,1.6695918352538475,2458,0,0,0,1.8748687328857225,17.64215228996349,0,0,0
M45_87_2022,45,87,41.02,shrink,Maguey,23.07,t2,1,3.7140597526442347,3.138533072185662,2459,0,0,0,0.2384944678309806,19,0,0,0
M45_87_2022,45,87,32.37,shrink,Maguey,26.21,t2,1,3.4772320679381528,3.266141017335315,2460,0,0,0,0.36692535920898584,17,0,0,0
M45_87_2022,45,87,31.08,shrink,Maguey,17.44,t2,1,3.436564525499447,2.8587664184808337,2461,0,0,0,1.4036433183154813,17,0,0,0
M45_87_2022,45,87,68.89,shrink,Maguey,62.97,t2,1,4.232511029605105,4.142658422500651,2462,0,0,0,1.4040298282690202,17.3581343607721,0,0,0
M45_87_2022,45,87,49.99,shrink,Maguey,37.77,t2,1,3.911822985425479,3.6315151367243654,2463,0,0,0,1.2756670294836572,17,0,0,0
M45_87_2022,45,87,11.06,shrink,Maguey,10.45,t2,1,2.403334996094189,2.34660197841082,2464,0,0,0,0.93528265865179006,17,0,0,0
M45_87_2022,45,87,40.26,shrink,Maguey,28.16,t2,1,3.695358420211645,3.3379025312898416,2465,0,0,0,0.7012497345503168,17,0,0,0
M45_87_2022,45,87,7.8,shrink,Maguey,6.41,t2,1,2.0541237336955462,1.8578592709325787,2466,0,0,0,0.2782128265538558,18.0121930307629,0,0,0
M45_87_2022,45,87,7.71,shrink,Maguey,6.86,t2,1,2.0425181875752383,1.925707441737794,2467,0,0,0,0.8721265333509277,19,0,0,0
M45_87_2022,45,87,159.35,shrink,Maguey,87.66,t2,1,5.0711030408633455,4.473465694990663,2468,1,0.5465869298532184,1,1.2415065618385586,19,0.7366776237323709,0,1
M45_87_2022,45,87,51.39,shrink,Maguey,45.81,t2,1,3.9394436010041383,3.8245024078986507,2469,0,0,0,1.233507607728424,19,0,0,0
M45_88_2022,45,88,0,born,Maguey,2.68,t2,NA,NA,0.9858167945227654,2470,NA,NA,NA,1.0874887709906909,17,NA,0,NA
M45_88_2022,45,88,16.91,dead,Maguey,0,t2,0,2.827905162910489,NA,2471,0,0,0,0.5486903477743641,17,0,0,0
M45_88_2022,45,88,1.57,dead,Maguey,0,t2,0,0.45107561936021673,NA,2472,0,0,0,2.0841332119737292,19,0,0,0
M45_88_2022,45,88,8.68,dead,Maguey,0,t2,0,2.1610215286722587,NA,2473,0,0,0,0.7468320391352694,18.796202935489603,0,0,0
M45_88_2022,45,88,3.67,dead,Maguey,0,t2,0,1.3001916620664788,NA,2474,0,0,0,1.5183623548486849,17.60708967669767,0,0,0
M45_88_2022,45,88,3.53,dead,Maguey,0,t2,0,1.2612978709452054,NA,2475,0,0,0,0.13257835202672508,19,0,0,0
M45_88_2022,45,88,15.17,dead,Maguey,0,t2,0,2.719319793360441,NA,2476,0,0,0,0.5682693549977866,19,0,0,0
M45_88_2022,45,88,3.04,dead,Maguey,0,t2,0,1.1118575154181303,NA,2477,0,0,0,0.7295269042894325,17,0,0,0
M45_88_2022,45,88,15.21,grow,Maguey,33.58,t2,1,2.7219531062712017,3.5139306516493947,2478,0,0,0,0.7162013980472554,19,0,0,0
M45_88_2022,45,88,8.33,grow,Maguey,10.36,t2,1,2.1198634561787513,2.337952236831337,2479,0,0,0,1.211258675688935,17.617917677097005,0,0,0
M45_88_2022,45,88,4.12,grow,Maguey,4.99,t2,1,1.415853163361435,1.6074359097634274,2480,0,0,0,0.05876142110941707,18.685904239056264,0,0,0
M45_88_2022,45,88,3.78,grow,Maguey,5.16,t2,1,1.3297240096314962,1.6409365794934714,2481,0,0,0,0.7813359403241582,17.47630917778229,0,0,0
M45_88_2022,45,88,3.87,grow,Maguey,5.53,t2,1,1.3532545070416904,1.7101878155342434,2482,0,0,0,0.43009300694726726,19,0,0,0
M45_88_2022,45,88,12.96,grow,Maguey,15.23,t2,1,2.561867690924129,2.7232671669070703,2483,0,0,0,0.3474863519620871,17,0,0,0
M45_88_2022,45,88,5.24,grow,Maguey,6.57,t2,1,1.6563214983329508,1.8825138324965192,2484,0,0,0,2.2808789691054576,17,0,0,0
M45_88_2022,45,88,13.58,grow,Maguey,16.17,t2,1,2.60859812213055,2.783157673589016,2485,0,0,0,1.4077096332589796,17,0,0,0
M45_88_2022,45,88,13.55,grow,Maguey,20.55,t2,1,2.60638654732571,3.022860940942244,2486,0,0,0,1.4733399342901583,19,0,0,0
M45_88_2022,45,88,100.38,grow,Maguey,105.96,t2,1,4.608962984226787,4.663061664403869,2487,1,0.4967753380390311,0,1.1367510067564246,17.532025397848596,0.39207343757246527,1,0
M45_88_2022,45,88,60.71,grow,Maguey,67.2,t2,1,4.106108429142343,4.207673247529104,2488,0,0,0,0.602251919757391,19,0,0,0
M45_88_2022,45,88,4.37,grow,Maguey,6.62,t2,1,1.4747630091074988,1.890095369948917,2489,0,0,0,0.7944925702930705,18.22367921628057,0,0,0
M45_88_2022,45,88,1.28,grow,Maguey,2.02,t2,1,0.2468600779315258,0.7030975114131134,2490,0,0,0,0.9580203531497596,17,0,0,0
M45_88_2022,45,88,13.04,grow,Maguey,19.21,t2,1,2.5680215564985067,2.955430976780465,2491,0,0,0,1.3700729404393306,17.71948879520692,0,0,0
M45_88_2022,45,88,2.41,grow,Maguey,3.1,t2,1,0.8796267475025636,1.1314021114911006,2492,0,0,0,2.096499764855869,17,0,0,0
M45_88_2022,45,88,26.82,grow,Maguey,31.14,t2,1,3.2891478778535324,3.4384931664058525,2493,0,0,0,0.03664656038164016,18.606645074866023,0,0,0
M45_88_2022,45,88,2.6,grow,Maguey,5.82,t2,1,0.9555114450274363,1.7613002617433464,2494,0,0,0,0.4375084093574732,17,0,0,0
M45_88_2022,45,88,60.77,grow,Maguey,68.65,t2,1,4.107096246147264,4.229021132213981,2495,0,0,0,1.499118795176546,17,0,0,0
M45_88_2022,45,88,5.38,grow,Maguey,9.17,t2,1,1.682688374173693,2.2159372862683733,2496,0,0,0,1.3233561975519637,17,0,0,0
M45_88_2022,45,88,2.08,grow,Maguey,3.92,t2,1,0.7323678937132266,1.366091653802371,2497,0,0,0,1.942428942900849,19,0,0,0
M45_88_2022,45,88,6.84,grow,Maguey,8.01,t2,1,1.922787731634459,2.080690761080268,2498,0,0,0,0.24255326737936833,19,0,0,0
M45_88_2022,45,88,31.94,grow,Maguey,37.04,t2,1,3.4638591427868666,3.6119984097779785,2499,0,0,0,2.2501181318136227,19,0,0,0
M45_88_2022,45,88,2.21,grow,Maguey,2.4,t2,1,0.7929925155296614,0.8754687373538999,2500,0,0,0,0.5141838283795803,17,0,0,0
M45_88_2022,45,88,44.41,grow,Maguey,56.55,t2,1,3.7934646693040106,4.03512520256213,2501,0,0,0,0.31126152346313374,17,0,0,0
M45_88_2022,45,88,2.91,grow,Maguey,3.56,t2,1,1.0681530811834012,1.269760544863939,2502,0,0,0,0.8073766790563291,17,0,0,0
M45_88_2022,45,88,42.98,grow,Maguey,48.32,t2,1,3.7607348912143643,3.8778455536265595,2503,0,0,0,0.41307451142776086,17,0,0,0
M45_88_2022,45,88,13.27,grow,Maguey,15.58,t2,1,2.5855058483441162,2.7459880404426023,2504,0,0,0,0.8055318188244153,17,0,0,0
M45_88_2022,45,88,5.54,same,Maguey,5.8,t2,1,1.7119945007591924,1.7578579175523736,2505,0,0,0,2.1318634799820737,18.978419542871634,0,0,0
M45_88_2022,45,88,91.09,same,Maguey,91.59,t2,1,4.511848028756718,4.5173220954148965,2506,0,0,0,0.5506521406313329,17,0,0,0
M45_88_2022,45,88,54.76,same,Maguey,55.71,t2,1,4.002960000420248,4.020159664032724,2507,0,0,0,1.2742096292561165,18.657602090299957,0,0,0
M45_88_2022,45,88,74.33,same,Maguey,76.02,t2,1,4.308514638737202,4.330996463561102,2508,0,0,0,0.22365914905983686,17,0,0,0
M45_88_2022,45,88,185.67,same,Maguey,188.94,t2,1,5.22397090441938,5.241429504340989,2509,1,0.5630637349074672,1,0.7484229678355504,17,0.46297821486786084,0,0
M45_88_2022,45,88,172.27,same,Maguey,178.16,t2,1,5.149063013458278,5.182682022949112,2510,1,0.554989816114597,1,1.0908436794132519,19,0.6997591157499294,0,1
M45_88_2022,45,88,24.8,same,Maguey,24.02,t2,1,3.2108436531709366,3.1788868166518376,2511,0,0,0,0.5876162850818994,19,0,0,0
M45_88_2022,45,88,170.41,same,Maguey,174.14,t2,1,5.138207298119301,5.159859573400469,2512,0,0,0,0.7881310246589105,19,0,0,0
M45_88_2022,45,88,66.95,same,Maguey,69.37,t2,1,4.203946072137182,4.23945449739721,2513,0,0,0,0.5122962845520738,17.86398621004447,0,0,0
M45_88_2022,45,88,85.71,same,Maguey,84.54,t2,1,4.450969504910791,4.437224795138644,2514,1,0.47974607042204814,0,0.7659288224264609,19,0.2444535221987688,0,0
M45_88_2022,45,88,71.44,same,Maguey,72.75,t2,1,4.268857936568244,4.287028906051602,2515,1,0.4601172436699573,0,0.222868052437884,17,0.05304701803740903,0,0
M45_88_2022,45,88,16.29,shrink,Maguey,10.81,t2,1,2.790551422613954,2.3804716316511167,2516,0,0,0,1.367465059441742,17.695683366612162,0,0,0
M45_88_2022,45,88,20.42,shrink,Maguey,7.26,t2,1,3.01651481273652,1.9823798288367047,2517,0,0,0,0.3240497518365917,19,0,0,0
M45_88_2022,45,88,7.09,shrink,Maguey,2.72,t2,1,1.958685340544036,1.000631880307906,2518,0,0,0,0.12249313460775557,19,0,0,0
M45_88_2022,45,88,10.31,shrink,Maguey,7.94,t2,1,2.333114298028869,2.0719132752590443,2519,0,0,0,1.395065351046599,19,0,0,0
M45_88_2022,45,88,2.77,shrink,Maguey,2.53,t2,1,1.0188473201992472,0.9282193027394288,2520,0,0,0,1.013921226317439,17.304603837107813,0,0,0
M45_88_2022,45,88,64.49,shrink,Maguey,56.27,t2,1,4.166510173022286,4.030161533445187,2521,0,0,0,0.4013187435812237,19,0,0,0
M45_88_2022,45,88,137.15,shrink,Maguey,112.58,t2,1,4.9210752173836125,4.7236640800358805,2522,0,0,0,0.8630299274186588,19,0,0,0
M45_88_2022,45,88,25.71,shrink,Maguey,18.73,t2,1,3.246880021277798,2.930126516455997,2523,0,0,0,2.5787841283016855,17,0,0,0
M45_88_2022,45,88,42.09,shrink,Maguey,26.02,t2,1,3.7398101827824792,3.2588654730843594,2524,0,0,0,1.0114901576058521,18.225545103812244,0,0,0
M45_88_2022,45,88,2.03,shrink,Maguey,0.94,t2,1,0.7080357930536959,-0.06187540371808753,2525,0,0,0,0.18074794169252595,18.975846301158786,0,0,0
M45_88_2022,45,88,76.6,shrink,Maguey,71.88,t2,1,4.338597076746545,4.274998061915358,2526,1,0.46763405060791524,0,0.3970691620966666,19,0.11325863429356058,0,0
M45_88_2022,45,88,38.88,shrink,Maguey,24.12,t2,1,3.6604799795922385,3.1830413718589847,2527,0,0,0,1.1742950195674486,17,0,0,0
M45_88_2022,45,88,101.4,shrink,Maguey,76.08,t2,1,4.619073091157083,4.331785418237135,2528,1,0.49786505210379944,0,1.374326155558451,18.367568776430655,0.5016516350050958,0,1
M45_88_2022,45,88,58.74,shrink,Maguey,55.66,t2,1,4.073120925770474,4.019261756097745,2529,0,0,0,1.4891850923711094,18.96748604839863,0,0,0
